VEHICLE_ID,CUSTOMER_ID,DEALER_ID,VIN,YEAR,MAKE,MODEL,TRIM,COLOR,MILEAGE,PURCHASE_DATE,IS_LEASE,LEASE_END_DATE,CREATED_AT
VEH00417,CUS00417,DLR005,18404439326665321,2020,BMW,X5,SE,Blue,51703,2020-05-02,False,,2020-09-05
VEH00418,CUS00418,DLR003,17201444967146594,2018,Nissan,Altima,Limited,Beige,43796,2021-02-26,False,,2023-10-22
VEH00419,CUS00419,DLR001,10951956623159661,2019,Toyota,Camry,Sport,Beige,15132,2022-12-06,True,2024-06-23,2021-01-08
VEH00420,CUS00420,DLR001,12270128305640889,2021,Toyota,Camry,,Gray,53491,2019-04-08,False,,2022-02-09
VEH00421,CUS00421,DLR005,11990538371293799,2021,BMW,3 Series,LE,Black,87177,2019-06-05,True,2024-04-19,2019-12-24
VEH00422,CUS00422,DLR004,15958021234352385,2022,Chevrolet,Silverado,LE,Gray,100375,2023-01-17,False,,2020-03-17
VEH00423,CUS00423,DLR002,11238215008216444,2022,Honda,Pilot,SE,Gold,5151,2021-07-30,False,,2022-10-31
VEH00424,CUS00424,DLR004,11699575269859104,2018,Chevrolet,Malibu,SE,Beige,18312,2021-04-30,False,,2020-10-22
VEH00425,CUS00425,DLR001,10723424978474678,2019,Toyota,Camry,,Silver,96301,2020-06-24,False,,2020-12-14
VEH00426,CUS00426,DLR001,14388100173606793,2020,Toyota,RAV4,Sport,Red,45008,2020-10-25,False,,2021-08-23
VEH00427,CUS00427,DLR005,14888412837049202,2021,BMW,3 Series,LE,Green,27052,2022-09-22,True,2024-06-03,2021-07-21
VEH00428,CUS00428,DLR002,10950625604012740,2021,Honda,Odyssey,EX,Blue,21285,2021-03-11,False,,2022-12-02
VEH00429,CUS00429,DLR004,10904103573417181,2019,Chevrolet,Traverse,Base,Gray,119598,2022-07-24,False,,2020-02-06
VEH00430,CUS00430,DLR005,18907266878864333,2020,BMW,5 Series,XLE,Gray,70331,2022-08-11,True,2023-12-29,2022-07-08
VEH00431,CUS00431,DLR004,12398755965098329,2021,Nissan,Rogue,,Red,31608,2020-01-20,True,2024-03-03,2021-05-27
VEH00432,CUS00432,DLR005,13299421666746677,2020,Hyundai,Tucson,LE,Green,117173,2021-03-16,False,,2021-10-14
VEH00433,CUS00433,DLR004,16692025329567479,2019,Chevrolet,Colorado,EX,Black,94576,2022-10-10,True,2023-11-27,2023-08-18
VEH00434,CUS00434,DLR003,19210284690195638,2020,Ford,Escape,Base,Black,79601,2023-11-26,False,,2022-12-14
VEH00435,CUS00435,DLR002,15631672655033888,2019,Kia,Optima,Sport,Gray,62415,2020-01-30,True,2024-01-24,2021-06-01
VEH00436,CUS00436,DLR004,14782423760711529,2020,Chevrolet,Malibu,SE,Silver,92480,2022-07-13,False,,2021-01-16
VEH00437,CUS00437,DLR004,17018363262151175,2018,Chevrolet,Silverado,Sport,Silver,23444,2022-01-10,False,,2022-05-10
VEH00438,CUS00438,DLR003,16078386026706808,2022,Ford,F-150,Sport,Green,10814,2020-12-12,True,2024-01-19,2022-02-02
VEH00439,CUS00439,DLR002,16941155777505888,2021,Honda,Accord,LE,Red,75926,2022-09-20,True,2024-06-25,2022-04-09
VEH00440,CUS00440,DLR001,14416988805511572,2023,Toyota,Camry,Sport,White,17694,2021-02-08,False,,2021-09-04
VEH00441,CUS00441,DLR004,10016495623111805,2021,Chevrolet,Colorado,Sport,White,101833,2021-06-29,False,,2023-05-30
VEH00442,CUS00442,DLR001,10323623260952790,2020,Toyota,Tacoma,SE,Silver,13129,2020-05-03,False,,2023-02-22
VEH00443,CUS00443,DLR002,19648809278588514,2019,Honda,Odyssey,,Black,119950,2023-01-15,False,,2021-03-29
VEH00444,CUS00444,DLR004,16729250871614593,2020,Nissan,Altima,LE,Red,111554,2020-01-19,False,,2023-09-07
VEH00445,CUS00445,DLR001,11247854302207352,2020,Toyota,RAV4,Base,Silver,82939,2020-05-04,False,,2022-08-31
VEH00446,CUS00446,DLR002,12536454443928753,2020,Honda,Accord,Sport,Gold,25923,2021-01-28,False,,2020-11-02
VEH00447,CUS00447,DLR004,18418660442524872,2022,Chevrolet,Silverado,SE,White,44738,2023-10-29,False,,2023-05-28
VEH00448,CUS00448,DLR005,10317876407893260,2021,BMW,X5,LE,Gold,115038,2021-12-18,False,,2021-11-16
VEH00449,CUS00449,DLR003,11984298526368405,2022,Ford,Explorer,LX,Black,115330,2022-03-01,False,,2021-03-01
VEH00450,CUS00450,DLR004,13563229690444300,2019,Kia,Optima,LX,Red,23713,2022-03-27,False,,2020-02-29
VEH00451,CUS00451,DLR003,12531076158840659,2019,Kia,Optima,Sport,Brown,65770,2021-04-19,False,,2022-08-23
VEH00452,CUS00452,DLR003,11244374348920046,2022,Ford,Bronco,LE,Blue,50958,2019-05-25,False,,2021-06-28
VEH00453,CUS00453,DLR003,13926589745682880,2018,Hyundai,Sonata,XLE,Black,71677,2022-11-28,False,,2022-09-17
VEH00454,CUS00454,DLR001,12821964624371481,2021,Toyota,Camry,SE,Gold,105456,2021-10-31,False,,2023-09-26
VEH00455,CUS00455,DLR003,12923901735586457,2021,Nissan,Rogue,Limited,Silver,60925,2019-01-27,False,,2023-06-21
VEH00456,CUS00456,DLR001,17858546468950622,2020,Toyota,Camry,LX,Red,95898,2022-02-16,False,,2021-06-23
VEH00457,CUS00457,DLR004,11538220405246601,2019,Chevrolet,Malibu,XLE,Blue,106604,2023-04-01,False,,2023-08-25
VEH00458,CUS00458,DLR004,14457100457459763,2018,Chevrolet,Malibu,SE,Beige,68652,2023-07-19,False,,2021-12-23
VEH00459,CUS00459,DLR001,16272671217264087,2020,Toyota,Tacoma,XLE,Gold,86517,2019-12-17,False,,2023-03-15
VEH00460,CUS00460,DLR001,16201065719796366,2022,Toyota,Tacoma,SE,Silver,79781,2023-06-18,False,,2023-07-08
VEH00461,CUS00461,DLR001,15453953063244857,2020,Toyota,RAV4,Base,Gold,5714,2022-02-04,False,,2021-01-14
VEH00462,CUS00462,DLR001,11499911171484943,2022,Toyota,Highlander,,Blue,26236,2020-11-04,True,2024-04-29,2020-10-21
VEH00463,CUS00463,DLR005,16593717720904048,2021,BMW,3 Series,Sport,Black,50316,2023-06-22,False,,2021-07-12
VEH00464,CUS00464,DLR001,19641994233906771,2018,Toyota,Corolla,Limited,Gray,51805,2023-07-01,False,,2023-08-02
VEH00465,CUS00465,DLR001,13663679521105227,2022,Toyota,Highlander,XLE,Gold,20759,2022-04-07,True,2024-02-13,2023-09-18
VEH00466,CUS00466,DLR003,17790246902269977,2021,Ford,Edge,Limited,Green,24656,2021-06-18,False,,2022-09-28
VEH00467,CUS00467,DLR005,19789352340281672,2022,BMW,X3,Sport,Gold,101081,2019-06-17,False,,2021-05-22
VEH00468,CUS00468,DLR005,15169459947667330,2022,BMW,X5,LX,Black,82539,2020-08-05,False,,2021-02-01
VEH00469,CUS00469,DLR005,16912016852833513,2019,Kia,Sorento,LX,Green,118642,2020-02-28,False,,2022-06-20
VEH00470,CUS00470,DLR004,19216127280400708,2020,Chevrolet,Colorado,Base,Red,110642,2022-01-15,False,,2022-04-24
VEH00471,CUS00471,DLR003,18419638095501751,2019,Ford,Edge,Base,Brown,36336,2020-07-30,False,,2020-01-01
VEH00472,CUS00472,DLR003,13566386590796532,2020,Ford,Explorer,Sport,Gold,58154,2023-05-02,True,2024-01-26,2021-12-21
VEH00473,CUS00473,DLR001,15982296051012084,2021,Toyota,Corolla,Sport,Gold,101271,2019-12-10,False,,2023-02-17
VEH00474,CUS00474,DLR004,13672195894287692,2019,Kia,Optima,Limited,White,49578,2021-10-03,False,,2022-02-05
VEH00475,CUS00475,DLR001,18978767966097122,2022,Toyota,Highlander,XLE,Gold,58387,2021-11-19,True,2024-02-11,2020-10-13
VEH00476,CUS00476,DLR002,19314517205170403,2021,Honda,Civic,,Green,66542,2023-02-27,False,,2022-08-29
VEH00477,CUS00477,DLR002,14656857394693122,2020,Honda,Odyssey,LE,Blue,36922,2023-06-14,True,2024-03-12,2023-05-15
VEH00478,CUS00478,DLR002,16050275655322790,2021,Honda,Civic,Sport,Red,69639,2022-10-16,False,,2023-11-21
VEH00479,CUS00479,DLR002,13329644346941930,2022,Honda,Accord,Sport,Brown,34624,2022-07-26,True,2024-06-20,2022-10-03
VEH00480,CUS00480,DLR005,19791606394730727,2022,BMW,5 Series,Sport,Beige,45550,2021-12-23,False,,2020-12-08
VEH00481,CUS00481,DLR004,13270599748071737,2021,Chevrolet,Malibu,Base,Beige,95555,2019-06-28,False,,2023-04-24
VEH00482,CUS00482,DLR002,14082493950806415,2020,Nissan,Altima,Limited,White,68874,2023-09-16,False,,2021-10-02
VEH00483,CUS00483,DLR002,10342141040989148,2021,Honda,Odyssey,Base,Gray,100628,2022-06-03,True,2023-10-30,2019-12-31
VEH00484,CUS00484,DLR001,18402001575262481,2018,Kia,Sorento,LX,Black,82083,2022-08-27,False,,2023-04-05
VEH00485,CUS00485,DLR003,16715804179083901,2022,Ford,Explorer,EX,Brown,14136,2023-02-22,False,,2022-07-23
VEH00486,CUS00486,DLR001,16466683804480248,2020,Toyota,Tacoma,Sport,Green,25553,2019-05-07,False,,2020-10-05
VEH00487,CUS00487,DLR001,19627115628803542,2021,Toyota,Tacoma,Sport,Beige,40379,2022-11-10,False,,2020-12-11
VEH00488,CUS00488,DLR003,16246773743126202,2021,Ford,Edge,,Silver,21529,2021-12-18,False,,2022-05-18
VEH00489,CUS00489,DLR005,13714281433953871,2019,BMW,5 Series,Sport,Red,56704,2022-03-25,False,,2020-08-07
VEH00490,CUS00490,DLR005,14291349893253080,2020,BMW,3 Series,SE,Beige,89175,2020-10-21,False,,2023-05-27
VEH00491,CUS00491,DLR002,17162294729213151,2019,Honda,Civic,SE,Brown,9895,2021-10-13,False,,2021-02-17
VEH00492,CUS00492,DLR003,10865386433568425,2021,Ford,F-150,Base,Black,13429,2022-04-22,True,2024-01-05,2023-08-21
VEH00493,CUS00493,DLR001,14264131698340307,2020,Toyota,Camry,,Silver,82508,2021-01-05,False,,2022-03-28
VEH00494,CUS00494,DLR004,16113044715649340,2021,Chevrolet,Traverse,Limited,White,118145,2022-10-03,False,,2020-08-25
VEH00495,CUS00495,DLR001,14551236935303316,2020,Hyundai,Tucson,XLE,Black,49763,2019-03-30,True,2024-03-15,2021-05-10
VEH00496,CUS00496,DLR003,16994961102306465,2020,Hyundai,Tucson,XLE,Green,114377,2022-05-21,False,,2022-09-06
VEH00497,CUS00497,DLR003,10229739824943964,2021,Ford,Bronco,LX,Brown,44998,2021-11-11,True,2023-10-29,2023-09-24
VEH00498,CUS00498,DLR001,17948126783669105,2019,Kia,Sorento,LE,Silver,62501,2022-08-15,False,,2022-11-06
VEH00499,CUS00499,DLR002,11203633062079694,2020,Honda,Pilot,Sport,Gray,63602,2019-08-04,False,,2021-05-13
VEH00500,CUS00500,DLR001,15962189026109029,2022,Toyota,RAV4,LE,Brown,69631,2021-04-20,False,,2020-08-03
VEH00501,CUS00501,DLR001,10132159466889899,2023,Toyota,Camry,EX,Red,40299,2021-02-24,False,,2020-07-31
VEH00502,CUS00502,DLR004,13044714823058447,2020,Chevrolet,Malibu,Limited,Gray,92828,2022-07-17,False,,2020-07-01
VEH00503,CUS00503,DLR002,12057721562354469,2020,Honda,CR-V,LX,White,45177,2023-11-15,False,,2020-05-27
VEH00504,CUS00504,DLR004,11582009530600565,2019,Chevrolet,Equinox,,Black,68848,2022-06-08,False,,2022-06-18
VEH00505,CUS00505,DLR001,11069723747945450,2019,Toyota,Tacoma,,Blue,31399,2021-02-19,False,,2022-04-26
VEH00506,CUS00506,DLR005,19636360197125043,2020,BMW,X5,SE,Black,38694,2023-08-06,False,,2021-05-15
VEH00507,CUS00507,DLR002,15803701388760297,2019,Honda,Accord,XLE,Brown,88294,2020-04-26,True,2024-06-05,2019-12-22
VEH00508,CUS00508,DLR003,18632716135176087,2021,Ford,F-150,LX,Green,77048,2022-01-22,True,2024-05-06,2023-01-02
VEH00509,CUS00509,DLR002,14932016869682386,2020,Honda,Civic,Sport,Beige,92675,2022-06-27,False,,2021-06-17
VEH00510,CUS00510,DLR002,15269069432237129,2019,Honda,CR-V,,Black,53357,2021-12-18,False,,2022-09-22
VEH00511,CUS00511,DLR001,13339482402001137,2019,Nissan,Rogue,SE,Green,46988,2021-12-19,True,2024-01-18,2020-03-16
VEH00512,CUS00512,DLR003,16509757196985265,2022,Ford,Explorer,Limited,Brown,107174,2023-02-02,False,,2021-09-10
VEH00513,CUS00513,DLR004,12811582075631344,2019,Nissan,Altima,,Black,40861,2023-01-12,False,,2021-08-15
VEH00514,CUS00514,DLR005,11018676748057931,2021,BMW,X3,EX,White,94309,2020-07-03,False,,2021-02-19
VEH00515,CUS00515,DLR002,18831010667381298,2019,Honda,Civic,Base,Green,85574,2019-12-06,False,,2022-12-27
VEH00516,CUS00516,DLR001,17025067305828825,2020,Toyota,Corolla,LE,Blue,106144,2019-05-05,False,,2023-02-12
VEH00517,CUS00517,DLR004,17006815886998690,2020,Chevrolet,Colorado,LE,Blue,82169,2019-07-16,False,,2021-03-10
VEH00518,CUS00518,DLR002,19263267454587226,2021,Nissan,Rogue,Base,Gray,101443,2021-11-22,True,2024-02-16,2022-07-26
VEH00519,CUS00519,DLR003,14164157248774444,2023,Ford,Bronco,SE,White,100713,2021-04-26,False,,2021-10-10
VEH00520,CUS00520,DLR003,11212937387820376,2021,Ford,Escape,EX,Beige,30854,2021-10-07,True,2023-11-18,2021-12-11
VEH00521,CUS00521,DLR001,11898940422613307,2019,Toyota,Tacoma,EX,Blue,8288,2020-02-08,False,,2022-02-14
VEH00522,CUS00522,DLR002,19533123831839109,2020,Honda,Odyssey,LE,White,78971,2022-05-20,False,,2021-12-19
VEH00523,CUS00523,DLR003,12504703940542088,2019,Ford,Explorer,EX,White,105084,2021-08-16,False,,2022-01-02
VEH00524,CUS00524,DLR005,15249192206345695,2022,BMW,X3,SE,Brown,11378,2019-10-31,False,,2022-09-23
VEH00525,CUS00525,DLR004,10580459762932798,2021,Chevrolet,Silverado,SE,Gold,45643,2022-11-04,False,,2020-02-26
VEH00526,CUS00526,DLR005,19334059820789547,2021,BMW,5 Series,EX,Brown,37702,2019-07-17,True,2023-10-19,2023-10-09
VEH00527,CUS00527,DLR001,11016771236080591,2023,Toyota,RAV4,EX,Blue,99286,2021-01-25,False,,2020-07-03
VEH00528,CUS00528,DLR003,16758350157000530,2022,Ford,Bronco,LX,Blue,6153,2020-08-05,False,,2020-04-01
VEH00529,CUS00529,DLR003,13448082911129416,2018,Ford,F-150,Sport,Brown,90278,2020-02-09,False,,2023-04-24
VEH00530,CUS00530,DLR003,18272129982721216,2023,Ford,Bronco,EX,White,17336,2021-08-06,True,2024-02-23,2023-06-19
VEH00531,CUS00531,DLR005,12035102004740306,2021,Hyundai,Tucson,XLE,Gray,108731,2021-01-27,False,,2020-11-02
VEH00532,CUS00532,DLR002,16475066373119343,2021,Honda,CR-V,EX,Green,108391,2019-08-01,True,2023-12-10,2019-12-08
VEH00533,CUS00533,DLR002,12980338708231150,2021,Honda,CR-V,LE,Brown,44545,2020-10-10,False,,2019-12-13
VEH00534,CUS00534,DLR001,11767094197049617,2020,Toyota,Tacoma,SE,Gray,27475,2020-07-23,False,,2020-03-03
VEH00535,CUS00535,DLR001,13051577072691381,2019,Toyota,Tacoma,XLE,Blue,119563,2022-06-29,False,,2022-05-14
VEH00536,CUS00536,DLR004,15989652154708133,2020,Chevrolet,Silverado,,Brown,9136,2019-10-14,False,,2021-03-12
VEH00537,CUS00537,DLR001,10435101076154199,2019,Toyota,Tacoma,EX,Gold,67927,2020-01-09,False,,2021-10-16
VEH00538,CUS00538,DLR001,12126016158711734,2022,Toyota,Camry,Sport,Blue,56655,2023-10-22,True,2023-11-11,2023-07-16
VEH00539,CUS00539,DLR001,13858185453678947,2021,Toyota,Highlander,LX,White,59587,2020-07-09,True,2024-05-10,2022-01-29
VEH00540,CUS00540,DLR001,10698215675985507,2019,Toyota,Tacoma,EX,Gold,15704,2023-03-19,False,,2021-03-20
VEH00541,CUS00541,DLR003,11567301922824365,2021,Ford,Escape,Sport,Blue,100925,2021-02-06,False,,2021-11-15
VEH00542,CUS00542,DLR005,10363797380986624,2020,BMW,3 Series,LE,Gray,72821,2022-03-01,False,,2020-10-25
VEH00543,CUS00543,DLR005,17422845022385947,2021,BMW,X3,SE,Gold,75204,2023-09-25,False,,2021-02-22
VEH00544,CUS00544,DLR003,15738344081499235,2021,Ford,F-150,EX,Black,68131,2019-11-16,False,,2020-11-06
VEH00545,CUS00545,DLR005,14098971306447809,2022,BMW,7 Series,Limited,Brown,71868,2021-10-08,False,,2023-01-24
VEH00546,CUS00546,DLR001,18354522849875804,2019,Toyota,Tacoma,EX,Silver,25982,2023-08-09,False,,2021-12-18
VEH00547,CUS00547,DLR003,10000446067061468,2022,Ford,Escape,Sport,Red,100843,2022-11-15,False,,2023-02-04
VEH00548,CUS00548,DLR003,16404036922692836,2018,Ford,F-150,SE,Black,118128,2022-01-12,False,,2023-11-09
VEH00549,CUS00549,DLR004,11625674688735926,2019,Chevrolet,Silverado,LX,Red,104589,2021-11-04,False,,2020-07-20
VEH00550,CUS00550,DLR004,17320796382658930,2019,Chevrolet,Silverado,SE,Brown,46785,2023-03-30,False,,2020-08-21
VEH00551,CUS00551,DLR004,19765791142537827,2022,Chevrolet,Silverado,LE,Brown,85283,2020-06-22,False,,2021-12-08
VEH00552,CUS00552,DLR001,18372792639832069,2020,Toyota,Highlander,SE,Gold,91843,2021-08-19,False,,2023-01-08
VEH00553,CUS00553,DLR004,12382639977655099,2018,Chevrolet,Malibu,Sport,Gold,51307,2023-05-18,False,,2020-07-23
VEH00554,CUS00554,DLR003,11178367155326731,2023,Ford,Bronco,LX,Silver,5354,2022-05-11,False,,2020-08-16
VEH00555,CUS00555,DLR004,11934550939767933,2021,Chevrolet,Equinox,EX,Black,97452,2023-10-12,True,2024-04-25,2020-04-22
VEH00556,CUS00556,DLR002,11043576197078588,2019,Honda,Civic,,Beige,27286,2023-10-02,False,,2021-04-18
VEH00557,CUS00557,DLR004,18768075725215005,2020,Chevrolet,Colorado,,Brown,6773,2023-05-24,False,,2022-03-08
VEH00558,CUS00558,DLR003,15280534569525585,2020,Ford,F-150,LX,Green,70761,2022-04-30,False,,2022-11-21
VEH00559,CUS00559,DLR001,13580406037725150,2023,Toyota,Camry,LX,White,74984,2021-12-15,False,,2023-01-08
VEH00560,CUS00560,DLR003,19702027846348231,2020,Ford,Edge,SE,White,98808,2019-10-15,False,,2022-03-22
VEH00561,CUS00561,DLR003,12151328575948896,2020,Hyundai,Sonata,,Brown,40845,2023-02-27,False,,2023-01-28
VEH00562,CUS00562,DLR003,16817560431758176,2019,Ford,F-150,Base,Gray,84443,2022-09-21,True,2024-04-04,2020-11-06
VEH00563,CUS00563,DLR003,14009102209078617,2019,Ford,F-150,XLE,Red,33908,2020-02-13,False,,2021-08-02
VEH00564,CUS00564,DLR001,15736252348662447,2022,Toyota,Highlander,SE,White,63087,2019-12-23,False,,2020-12-18
VEH00565,CUS00565,DLR005,15129003260772568,2020,BMW,X5,EX,Beige,18336,2020-12-17,False,,2020-10-22
VEH00566,CUS00566,DLR002,12888626494716447,2018,Kia,Optima,Sport,White,49726,2019-04-02,False,,2020-02-09
VEH00567,CUS00567,DLR004,10047710987664630,2021,Chevrolet,Traverse,XLE,Black,39891,2021-08-20,False,,2023-05-24
VEH00568,CUS00568,DLR003,14540008346609278,2021,Ford,Escape,Sport,Silver,67678,2022-09-25,False,,2020-07-01
VEH00569,CUS00569,DLR004,16683104054256049,2019,Chevrolet,Colorado,XLE,Brown,43739,2022-08-08,False,,2020-06-20
VEH00570,CUS00570,DLR002,19043088766369231,2021,Honda,Odyssey,,Blue,73147,2022-08-18,False,,2023-10-10
VEH00571,CUS00571,DLR005,16123290918395414,2021,BMW,7 Series,Base,Beige,35282,2023-07-09,False,,2022-11-24
VEH00572,CUS00572,DLR002,16781654843598703,2019,Honda,Odyssey,LE,White,100643,2019-12-20,True,2024-05-09,2023-07-05
VEH00573,CUS00573,DLR003,14916034317644062,2020,Hyundai,Sonata,XLE,Gold,78852,2020-07-18,True,2024-06-21,2022-11-08
VEH00574,CUS00574,DLR003,19059185378169651,2022,Ford,Bronco,Sport,Beige,96906,2021-09-26,False,,2022-09-04
VEH00575,CUS00575,DLR005,16430086258691065,2020,BMW,7 Series,EX,Beige,17525,2019-05-29,False,,2023-09-04
VEH00576,CUS00576,DLR003,16038394387272806,2021,Ford,Explorer,SE,Green,117549,2020-09-06,True,2024-06-13,2022-03-04
VEH00577,CUS00577,DLR005,10883711678616423,2020,BMW,3 Series,LX,Silver,69312,2023-07-09,False,,2020-12-31
VEH00578,CUS00578,DLR001,17103580472755118,2021,Toyota,Highlander,LX,Red,73531,2021-04-17,False,,2021-11-05
VEH00579,CUS00579,DLR004,15511242409838502,2021,Hyundai,Tucson,LE,Brown,95031,2020-12-05,True,2023-12-01,2023-11-22
VEH00580,CUS00580,DLR002,14109587987882598,2019,Hyundai,Sonata,LE,Silver,28002,2020-04-28,False,,2022-05-02
VEH00581,CUS00581,DLR004,12816242355112835,2018,Kia,Sorento,Sport,Gray,9380,2021-10-12,False,,2019-11-24
VEH00582,CUS00582,DLR005,15345285248479394,2022,BMW,5 Series,Base,Brown,12820,2020-07-08,False,,2021-08-21
VEH00583,CUS00583,DLR004,18148045363326814,2020,Chevrolet,Colorado,XLE,Black,116734,2020-06-22,True,2023-11-30,2020-02-12
VEH00584,CUS00584,DLR004,10000759234797591,2022,Chevrolet,Traverse,Sport,Black,24098,2021-12-30,True,2024-02-12,2020-11-02
VEH00585,CUS00585,DLR002,18762244021130662,2019,Honda,Odyssey,LX,Blue,41158,2022-12-24,False,,2022-03-11
VEH00586,CUS00586,DLR005,12191566876133310,2022,BMW,3 Series,Limited,Brown,107038,2019-05-12,False,,2021-12-25
VEH00587,CUS00587,DLR005,13536760219349928,2021,BMW,X3,EX,Green,24265,2020-07-26,False,,2021-06-14
VEH00588,CUS00588,DLR003,19845229490147481,2019,Ford,Escape,LX,Red,37779,2020-10-26,True,2023-12-19,2020-10-13
VEH00589,CUS00589,DLR005,13246805066817666,2021,BMW,5 Series,Sport,White,98509,2022-01-06,False,,2023-07-02
VEH00590,CUS00590,DLR004,15813401622216268,2022,Chevrolet,Equinox,Sport,Beige,27574,2019-04-04,False,,2022-08-16
VEH00591,CUS00591,DLR002,14342957633902756,2022,Honda,Pilot,LE,Black,73933,2022-05-24,False,,2022-01-09
VEH00592,CUS00592,DLR005,17993227388617252,2021,BMW,3 Series,LE,Green,56904,2020-10-22,False,,2021-12-11
VEH00593,CUS00593,DLR002,17021994162122073,2021,Honda,Odyssey,Sport,Blue,93605,2020-03-22,True,2024-06-25,2021-08-26
VEH00594,CUS00594,DLR005,14437347203130552,2022,BMW,X3,Base,Silver,6193,2021-08-10,False,,2023-04-09
VEH00595,CUS00595,DLR005,13847027240538389,2020,BMW,5 Series,LX,Brown,72154,2021-08-06,True,2023-10-29,2023-08-05
VEH00596,CUS00596,DLR001,18111711369225462,2023,Toyota,Camry,Base,Beige,83522,2020-05-10,True,2023-10-29,2023-08-23
VEH00597,CUS00597,DLR005,10473698670078152,2021,BMW,X5,LE,Gray,56494,2020-02-27,True,2024-04-03,2020-06-09
VEH00598,CUS00598,DLR005,18921519312378762,2019,BMW,X3,,Beige,77648,2020-02-15,True,2024-02-05,2022-09-12
VEH00599,CUS00599,DLR003,19357322791905197,2023,Ford,Bronco,Limited,Green,102750,2022-11-12,False,,2021-05-13
VEH00600,CUS00600,DLR002,16135861215777799,2021,Honda,Pilot,XLE,Gray,11448,2022-08-16,False,,2021-11-16
VEH00601,CUS00601,DLR004,18883219452345173,2020,Chevrolet,Colorado,XLE,White,16716,2022-08-13,False,,2020-12-19
VEH00602,CUS00602,DLR005,11717320241350837,2020,BMW,7 Series,Base,Brown,38244,2023-02-01,False,,2023-05-06
VEH00603,CUS00603,DLR002,18974816956062933,2022,Honda,CR-V,Limited,Green,114353,2022-03-29,False,,2023-01-29
VEH00604,CUS00604,DLR004,19943109462386208,2019,Chevrolet,Malibu,LE,White,39532,2019-06-01,True,2024-03-18,2021-04-28
VEH00605,CUS00605,DLR001,18845102646459699,2019,Toyota,Tacoma,Base,Beige,33637,2021-05-25,False,,2023-08-15
VEH00606,CUS00606,DLR001,19400383393691531,2021,Hyundai,Tucson,LE,Green,80102,2021-03-12,False,,2021-03-18
VEH00607,CUS00607,DLR004,19251409471950320,2020,Chevrolet,Silverado,LE,Brown,104811,2020-09-20,False,,2021-02-14
VEH00608,CUS00608,DLR001,15676409682198849,2022,Toyota,Camry,XLE,Brown,61857,2023-02-13,True,2024-06-18,2021-01-11
VEH00609,CUS00609,DLR002,10391956655567447,2020,Honda,Pilot,EX,Green,58024,2021-02-18,False,,2021-08-15
VEH00610,CUS00610,DLR003,11258481588260197,2019,Ford,Escape,SE,Beige,119157,2023-09-21,False,,2023-10-26
VEH00611,CUS00611,DLR002,10527104458637520,2020,Honda,CR-V,LE,Black,99195,2021-09-02,False,,2022-02-06
VEH00612,CUS00612,DLR002,13822302873331196,2022,Honda,Accord,EX,Black,103436,2023-01-23,False,,2020-01-08
VEH00613,CUS00613,DLR003,16434839113083169,2020,Ford,Escape,,Silver,96183,2022-03-01,False,,2020-07-20
VEH00614,CUS00614,DLR004,16128628702830685,2019,Chevrolet,Colorado,,Silver,81758,2020-10-08,True,2024-06-14,2019-12-16
VEH00615,CUS00615,DLR003,14664456743072497,2018,Kia,Optima,Limited,Red,42348,2020-11-19,True,2024-04-06,2023-04-22
VEH00616,CUS00616,DLR005,17037861602193579,2021,BMW,7 Series,,Silver,50302,2021-12-15,True,2024-03-26,2020-09-17
VEH00617,CUS00617,DLR002,10001301882910320,2021,Honda,CR-V,LX,Beige,36095,2022-05-24,False,,2021-01-10
VEH00618,CUS00618,DLR005,16666808993538436,2021,BMW,3 Series,LE,Gray,28723,2022-02-08,False,,2022-02-10
VEH00619,CUS00619,DLR001,14349269789021540,2018,Toyota,Corolla,Base,Silver,51841,2022-02-21,False,,2020-04-27
VEH00620,CUS00620,DLR004,10220608574925085,2019,Chevrolet,Silverado,SE,Gold,118761,2023-08-03,False,,2020-07-06
VEH00621,CUS00621,DLR004,19242328687718710,2020,Chevrolet,Traverse,EX,Gray,42724,2021-12-30,True,2024-06-09,2020-06-04
VEH00622,CUS00622,DLR002,14537404155435689,2019,Hyundai,Sonata,LE,Green,14735,2021-11-23,False,,2020-12-07
VEH00623,CUS00623,DLR003,12337317758792138,2023,Ford,Bronco,,Silver,103384,2021-08-07,False,,2020-08-16
VEH00624,CUS00624,DLR004,17605452764003597,2019,Chevrolet,Silverado,Sport,Black,24390,2023-03-28,False,,2023-08-19
VEH00625,CUS00625,DLR005,11915626699368069,2021,BMW,X3,SE,Brown,11941,2021-12-21,False,,2020-08-14
VEH00626,CUS00626,DLR005,16057731888684747,2022,BMW,5 Series,SE,Black,29655,2021-12-13,False,,2020-08-21
VEH00627,CUS00627,DLR001,12286943968058871,2021,Toyota,Tacoma,Sport,Silver,97223,2020-11-11,False,,2023-02-20
VEH00628,CUS00628,DLR004,16484691321603167,2018,Nissan,Altima,Sport,Red,56721,2022-12-16,True,2024-02-25,2022-05-29
VEH00629,CUS00629,DLR005,13896198037006347,2019,BMW,3 Series,Sport,Brown,19496,2023-11-29,False,,2022-11-27
VEH00630,CUS00630,DLR002,11151180005666036,2019,Honda,Accord,EX,Gray,102375,2019-11-17,False,,2020-11-01
VEH00631,CUS00631,DLR004,12653407002528939,2019,Chevrolet,Malibu,LE,Silver,44947,2019-05-08,False,,2021-11-22
