CALL_ID,DEALER_ID,AGENT_ID,CUSTOMER_ID,CAMPAIGN_ID,CALL_DATETIME,CALL_DATE,DURATION_SECONDS,DISPOSITION,DIRECTION,CALL_TYPE,RECORDING_URL,CREATED_AT
CALL000987,DLR005,AGT030,CUS00932,CMP023,2024-01-08 10:54:12,2024-01-08,121,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/08/CALL000987.mp3,2024-01-08 10:54:12
CALL000988,DLR004,AGT023,CUS01405,CMP020,2024-01-24 15:34:08,2024-01-24,228,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/24/CALL000988.mp3,2024-01-24 15:34:08
CALL000989,DLR003,AGT013,CUS01165,CMP012,2024-01-21 15:34:39,2024-01-21,65,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/21/CALL000989.mp3,2024-01-21 15:34:39
CALL000990,DLR004,AGT022,CUS01337,CMP017,2024-01-05 11:42:01,2024-01-05,239,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/05/CALL000990.mp3,2024-01-05 11:42:01
CALL000991,DLR005,AGT029,CUS01668,CMP025,2024-01-09 11:44:10,2024-01-09,185,voicemail,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/09/CALL000991.mp3,2024-01-09 11:44:10
CALL000992,DLR001,AGT003,CUS00686,CMP004,2024-01-20 14:08:57,2024-01-20,126,wrong_number,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/20/CALL000992.mp3,2024-01-20 14:08:57
CALL000993,DLR005,AGT025,CUS00214,CMP025,2024-01-01 15:13:32,2024-01-01,178,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR005/2024/01/01/CALL000993.mp3,2024-01-01 15:13:32
CALL000994,DLR002,AGT012,CUS00525,CMP010,2024-01-17 10:33:31,2024-01-17,115,voicemail,outbound,no_answer,s3://bdc-recordings/DLR002/2024/01/17/CALL000994.mp3,2024-01-17 10:33:31
CALL000995,DLR004,AGT023,CUS01639,CMP020,2024-01-22 11:04:28,2024-01-22,272,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/22/CALL000995.mp3,2024-01-22 11:04:28
CALL000996,DLR005,AGT025,CUS00081,CMP025,2024-01-18 14:10:21,2024-01-18,156,voicemail,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/18/CALL000996.mp3,2024-01-18 14:10:21
CALL000997,DLR004,AGT021,CUS00505,CMP016,2024-01-22 16:35:33,2024-01-22,350,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/22/CALL000997.mp3,2024-01-22 16:35:33
CALL000998,DLR005,AGT027,CUS00778,CMP025,2024-01-25 10:42:18,2024-01-25,143,voicemail,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/25/CALL000998.mp3,2024-01-25 10:42:18
CALL000999,DLR005,AGT026,CUS01050,CMP024,2024-01-16 11:44:31,2024-01-16,203,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/16/CALL000999.mp3,2024-01-16 11:44:31
CALL001000,DLR002,AGT010,CUS00621,CMP007,2024-01-07 13:06:30,2024-01-07,341,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/07/CALL001000.mp3,2024-01-07 13:06:30
CALL001001,DLR001,AGT006,CUS01125,CMP004,2024-01-14 09:47:14,2024-01-14,149,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/14/CALL001001.mp3,2024-01-14 09:47:14
CALL001002,DLR005,AGT025,CUS00273,CMP022,2024-01-28 12:23:27,2024-01-28,126,information_provided,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/28/CALL001002.mp3,2024-01-28 12:23:27
CALL001003,DLR001,AGT001,CUS01929,CMP005,2024-01-04 17:46:18,2024-01-04,224,no_answer,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/04/CALL001003.mp3,2024-01-04 17:46:18
CALL001004,DLR002,AGT008,CUS01151,CMP009,2024-01-02 14:50:57,2024-01-02,137,no_answer,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/02/CALL001004.mp3,2024-01-02 14:50:57
CALL001005,DLR003,AGT018,CUS01694,CMP012,2024-01-08 15:09:59,2024-01-08,318,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/08/CALL001005.mp3,2024-01-08 15:09:59
CALL001006,DLR001,AGT006,CUS01356,CMP004,2024-01-26 09:31:42,2024-01-26,81,voicemail,outbound,no_answer,s3://bdc-recordings/DLR001/2024/01/26/CALL001006.mp3,2024-01-26 09:31:42
CALL001007,DLR003,AGT016,CUS01968,CMP014,2024-01-30 16:38:35,2024-01-30,123,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/30/CALL001007.mp3,2024-01-30 16:38:35
CALL001008,DLR005,AGT027,CUS00814,CMP021,2024-01-07 15:00:01,2024-01-07,106,no_answer,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/07/CALL001008.mp3,2024-01-07 15:00:01
CALL001009,DLR003,AGT017,CUS01023,CMP012,2024-01-25 10:31:05,2024-01-25,168,no_answer,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/25/CALL001009.mp3,2024-01-25 10:31:05
CALL001010,DLR005,AGT028,CUS00594,CMP023,2024-01-07 11:49:29,2024-01-07,209,no_answer,outbound,no_answer,s3://bdc-recordings/DLR005/2024/01/07/CALL001010.mp3,2024-01-07 11:49:29
CALL001011,DLR001,AGT003,CUS01307,CMP004,2024-01-29 07:13:59,2024-01-29,159,voicemail,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/29/CALL001011.mp3,2024-01-29 07:13:59
CALL001012,DLR004,AGT019,CUS01022,CMP017,2024-01-10 11:19:39,2024-01-10,226,information_provided,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/10/CALL001012.mp3,2024-01-10 11:19:39
CALL001013,DLR004,AGT022,CUS00128,CMP018,2024-01-04 09:07:46,2024-01-04,164,complaint,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/04/CALL001013.mp3,2024-01-04 09:07:46
CALL001014,DLR005,AGT025,CUS01205,CMP025,2024-01-25 16:16:04,2024-01-25,191,no_answer,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/25/CALL001014.mp3,2024-01-25 16:16:04
CALL001015,DLR003,AGT018,CUS00211,CMP014,2024-01-03 12:57:18,2024-01-03,219,voicemail,outbound,no_answer,s3://bdc-recordings/DLR003/2024/01/03/CALL001015.mp3,2024-01-03 12:57:18
CALL001016,DLR002,AGT012,CUS01811,CMP007,2024-01-02 10:02:17,2024-01-02,143,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/02/CALL001016.mp3,2024-01-02 10:02:17
CALL001017,DLR001,AGT006,CUS00416,CMP003,2024-01-17 15:15:39,2024-01-17,77,voicemail,outbound,no_answer,s3://bdc-recordings/DLR001/2024/01/17/CALL001017.mp3,2024-01-17 15:15:39
CALL001018,DLR003,AGT016,CUS01669,CMP011,2024-01-13 11:56:10,2024-01-13,180,voicemail,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/13/CALL001018.mp3,2024-01-13 11:56:10
CALL001019,DLR003,AGT014,CUS01505,CMP013,2024-01-21 14:00:46,2024-01-21,237,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/21/CALL001019.mp3,2024-01-21 14:00:46
CALL001020,DLR001,AGT006,CUS00277,CMP002,2024-01-10 16:51:44,2024-01-10,80,complaint,outbound,no_answer,s3://bdc-recordings/DLR001/2024/01/10/CALL001020.mp3,2024-01-10 16:51:44
CALL001021,DLR001,AGT001,CUS00259,CMP002,2024-01-02 10:27:26,2024-01-02,331,wrong_number,outbound,no_answer,s3://bdc-recordings/DLR001/2024/01/02/CALL001021.mp3,2024-01-02 10:27:26
CALL001022,DLR001,AGT005,CUS00670,CMP003,2024-01-27 16:15:41,2024-01-27,97,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/27/CALL001022.mp3,2024-01-27 16:15:41
CALL001023,DLR004,AGT024,CUS00781,CMP020,2024-01-19 19:53:14,2024-01-19,203,voicemail,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/19/CALL001023.mp3,2024-01-19 19:53:14
CALL001024,DLR001,AGT006,CUS01923,CMP005,2024-01-17 15:03:49,2024-01-17,127,information_provided,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/17/CALL001024.mp3,2024-01-17 15:03:49
CALL001025,DLR004,AGT021,CUS01450,CMP020,2024-01-15 11:27:32,2024-01-15,340,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/15/CALL001025.mp3,2024-01-15 11:27:32
CALL001026,DLR003,AGT017,CUS01495,CMP011,2024-01-21 14:20:17,2024-01-21,237,voicemail,outbound,no_answer,s3://bdc-recordings/DLR003/2024/01/21/CALL001026.mp3,2024-01-21 14:20:17
CALL001027,DLR001,AGT003,CUS00422,CMP005,2024-01-17 15:41:24,2024-01-17,180,wrong_number,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/17/CALL001027.mp3,2024-01-17 15:41:24
CALL001028,DLR005,AGT027,CUS00685,CMP021,2024-01-28 13:41:27,2024-01-28,149,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/28/CALL001028.mp3,2024-01-28 13:41:27
CALL001029,DLR002,AGT012,CUS01083,CMP010,2024-01-23 14:42:32,2024-01-23,74,information_provided,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/23/CALL001029.mp3,2024-01-23 14:42:32
CALL001030,DLR005,AGT030,CUS01995,CMP021,2024-01-20 11:03:45,2024-01-20,181,wrong_number,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/20/CALL001030.mp3,2024-01-20 11:03:45
CALL001031,DLR003,AGT014,CUS01848,CMP011,2024-01-25 15:00:58,2024-01-25,174,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/25/CALL001031.mp3,2024-01-25 15:00:58
CALL001032,DLR002,AGT007,CUS00375,CMP008,2024-01-05 12:00:09,2024-01-05,127,voicemail,outbound,no_answer,s3://bdc-recordings/DLR002/2024/01/05/CALL001032.mp3,2024-01-05 12:00:09
CALL001033,DLR003,AGT018,CUS01488,CMP012,2024-01-25 16:10:10,2024-01-25,310,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/25/CALL001033.mp3,2024-01-25 16:10:10
CALL001034,DLR005,AGT029,CUS01552,CMP021,2024-01-18 13:41:35,2024-01-18,153,voicemail,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/18/CALL001034.mp3,2024-01-18 13:41:35
CALL001035,DLR005,AGT025,CUS01532,CMP021,2024-01-18 12:06:05,2024-01-18,150,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/18/CALL001035.mp3,2024-01-18 12:06:05
CALL001036,DLR004,AGT023,CUS00088,CMP019,2024-01-18 11:09:43,2024-01-18,356,no_answer,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/18/CALL001036.mp3,2024-01-18 11:09:43
CALL001037,DLR005,AGT027,CUS00475,CMP022,2024-01-08 17:08:03,2024-01-08,104,voicemail,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/08/CALL001037.mp3,2024-01-08 17:08:03
CALL001038,DLR004,AGT020,CUS00942,CMP016,2024-01-08 15:22:47,2024-01-08,134,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/08/CALL001038.mp3,2024-01-08 15:22:47
CALL001039,DLR001,AGT004,CUS00995,CMP004,2024-01-18 13:24:47,2024-01-18,329,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/18/CALL001039.mp3,2024-01-18 13:24:47
CALL001040,DLR002,AGT012,CUS01081,CMP006,2024-01-18 14:06:15,2024-01-18,68,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/18/CALL001040.mp3,2024-01-18 14:06:15
CALL001041,DLR004,AGT024,CUS01732,CMP018,2024-01-21 14:42:57,2024-01-21,123,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/21/CALL001041.mp3,2024-01-21 14:42:57
CALL001042,DLR003,AGT015,CUS01764,CMP015,2024-01-01 16:17:09,2024-01-01,217,voicemail,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/01/CALL001042.mp3,2024-01-01 16:17:09
CALL001043,DLR002,AGT010,CUS00841,CMP006,2024-01-06 09:35:22,2024-01-06,345,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/06/CALL001043.mp3,2024-01-06 09:35:22
CALL001044,DLR005,AGT026,CUS01652,CMP023,2024-01-18 10:14:12,2024-01-18,279,no_answer,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/18/CALL001044.mp3,2024-01-18 10:14:12
CALL001045,DLR002,AGT011,CUS01480,CMP007,2024-01-26 08:13:26,2024-01-26,125,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/26/CALL001045.mp3,2024-01-26 08:13:26
CALL001046,DLR001,AGT004,CUS01840,CMP004,2024-01-01 08:34:25,2024-01-01,322,no_answer,outbound,no_answer,s3://bdc-recordings/DLR001/2024/01/01/CALL001046.mp3,2024-01-01 08:34:25
CALL001047,DLR003,AGT014,CUS00224,CMP015,2024-01-12 13:29:48,2024-01-12,126,complaint,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/12/CALL001047.mp3,2024-01-12 13:29:48
CALL001048,DLR002,AGT008,CUS01844,CMP009,2024-01-16 08:49:02,2024-01-16,126,no_answer,outbound,no_answer,s3://bdc-recordings/DLR002/2024/01/16/CALL001048.mp3,2024-01-16 08:49:02
CALL001049,DLR004,AGT024,CUS00560,CMP017,2024-01-18 11:43:37,2024-01-18,201,no_answer,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/18/CALL001049.mp3,2024-01-18 11:43:37
CALL001050,DLR005,AGT029,CUS00020,CMP022,2024-01-10 14:49:35,2024-01-10,172,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/10/CALL001050.mp3,2024-01-10 14:49:35
CALL001051,DLR002,AGT009,CUS00135,CMP010,2024-01-13 16:43:52,2024-01-13,236,no_answer,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/13/CALL001051.mp3,2024-01-13 16:43:52
CALL001052,DLR005,AGT026,CUS00221,CMP023,2024-01-30 14:17:56,2024-01-30,276,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/30/CALL001052.mp3,2024-01-30 14:17:56
CALL001053,DLR002,AGT008,CUS01443,CMP007,2024-01-15 09:44:55,2024-01-15,125,no_answer,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/15/CALL001053.mp3,2024-01-15 09:44:55
CALL001054,DLR005,AGT025,CUS01089,CMP025,2024-01-26 14:32:57,2024-01-26,193,information_provided,outbound,no_answer,s3://bdc-recordings/DLR005/2024/01/26/CALL001054.mp3,2024-01-26 14:32:57
CALL001055,DLR004,AGT020,CUS01119,CMP017,2024-01-20 14:38:57,2024-01-20,232,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/20/CALL001055.mp3,2024-01-20 14:38:57
CALL001056,DLR004,AGT023,CUS01382,CMP018,2024-01-17 08:53:17,2024-01-17,270,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/17/CALL001056.mp3,2024-01-17 08:53:17
CALL001057,DLR002,AGT011,CUS00587,CMP006,2024-01-17 12:10:24,2024-01-17,128,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR002/2024/01/17/CALL001057.mp3,2024-01-17 12:10:24
CALL001058,DLR003,AGT013,CUS00614,CMP011,2024-01-21 15:12:50,2024-01-21,98,no_answer,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/21/CALL001058.mp3,2024-01-21 15:12:50
CALL001059,DLR005,AGT028,CUS01753,CMP023,2024-01-24 15:42:05,2024-01-24,145,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/24/CALL001059.mp3,2024-01-24 15:42:05
CALL001060,DLR003,AGT017,CUS01146,CMP012,2024-01-24 11:18:46,2024-01-24,145,voicemail,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/24/CALL001060.mp3,2024-01-24 11:18:46
CALL001061,DLR002,AGT009,CUS01674,CMP006,2024-01-01 18:52:48,2024-01-01,128,voicemail,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/01/CALL001061.mp3,2024-01-01 18:52:48
CALL001062,DLR003,AGT017,CUS00466,CMP012,2024-01-07 16:12:37,2024-01-07,131,no_answer,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/07/CALL001062.mp3,2024-01-07 16:12:37
CALL001063,DLR002,AGT008,CUS01225,CMP007,2024-01-19 11:14:40,2024-01-19,152,callback_requested,outbound,no_answer,s3://bdc-recordings/DLR002/2024/01/19/CALL001063.mp3,2024-01-19 11:14:40
CALL001064,DLR001,AGT006,CUS00258,CMP004,2024-01-17 14:44:03,2024-01-17,118,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/17/CALL001064.mp3,2024-01-17 14:44:03
CALL001065,DLR003,AGT014,CUS00099,CMP012,2024-01-04 12:56:55,2024-01-04,164,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/04/CALL001065.mp3,2024-01-04 12:56:55
CALL001066,DLR003,AGT015,CUS01069,CMP013,2024-01-24 14:46:58,2024-01-24,202,no_answer,outbound,no_answer,s3://bdc-recordings/DLR003/2024/01/24/CALL001066.mp3,2024-01-24 14:46:58
CALL001067,DLR001,AGT006,CUS01421,CMP005,2024-01-25 18:22:15,2024-01-25,136,wrong_number,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/25/CALL001067.mp3,2024-01-25 18:22:15
CALL001068,DLR001,AGT002,CUS00224,CMP001,2024-01-30 09:28:20,2024-01-30,135,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/30/CALL001068.mp3,2024-01-30 09:28:20
CALL001069,DLR002,AGT009,CUS01257,CMP007,2024-01-05 10:43:55,2024-01-05,194,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/05/CALL001069.mp3,2024-01-05 10:43:55
CALL001070,DLR002,AGT010,CUS01336,CMP006,2024-01-24 11:27:00,2024-01-24,249,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/24/CALL001070.mp3,2024-01-24 11:27:00
CALL001071,DLR005,AGT027,CUS00399,CMP021,2024-01-17 16:11:41,2024-01-17,144,no_answer,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/17/CALL001071.mp3,2024-01-17 16:11:41
CALL001072,DLR005,AGT029,CUS01486,CMP022,2024-01-28 16:46:09,2024-01-28,174,voicemail,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/28/CALL001072.mp3,2024-01-28 16:46:09
CALL001073,DLR001,AGT002,CUS00243,CMP002,2024-01-11 15:27:25,2024-01-11,114,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/11/CALL001073.mp3,2024-01-11 15:27:25
CALL001074,DLR004,AGT023,CUS01384,CMP016,2024-01-10 11:22:27,2024-01-10,302,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/10/CALL001074.mp3,2024-01-10 11:22:27
CALL001075,DLR004,AGT023,CUS00875,CMP017,2024-01-08 10:27:03,2024-01-08,278,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/08/CALL001075.mp3,2024-01-08 10:27:03
CALL001076,DLR003,AGT015,CUS01821,CMP011,2024-01-20 13:17:19,2024-01-20,260,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/20/CALL001076.mp3,2024-01-20 13:17:19
CALL001077,DLR003,AGT018,CUS01795,CMP011,2024-01-11 16:26:52,2024-01-11,239,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/11/CALL001077.mp3,2024-01-11 16:26:52
CALL001078,DLR003,AGT016,CUS00690,CMP011,2024-01-15 15:43:00,2024-01-15,239,no_answer,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/15/CALL001078.mp3,2024-01-15 15:43:00
CALL001079,DLR002,AGT008,CUS01163,CMP006,2024-01-07 14:14:44,2024-01-07,194,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/07/CALL001079.mp3,2024-01-07 14:14:44
CALL001080,DLR005,AGT026,CUS00623,CMP023,2024-01-26 14:15:03,2024-01-26,354,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/26/CALL001080.mp3,2024-01-26 14:15:03
CALL001081,DLR005,AGT029,CUS01766,CMP024,2024-01-10 11:25:02,2024-01-10,223,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/10/CALL001081.mp3,2024-01-10 11:25:02
CALL001082,DLR005,AGT025,CUS01222,CMP022,2024-01-17 11:15:21,2024-01-17,211,no_answer,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/17/CALL001082.mp3,2024-01-17 11:15:21
CALL001083,DLR003,AGT017,CUS01790,CMP014,2024-01-25 15:59:05,2024-01-25,120,voicemail,outbound,no_answer,s3://bdc-recordings/DLR003/2024/01/25/CALL001083.mp3,2024-01-25 15:59:05
CALL001084,DLR003,AGT017,CUS01848,CMP015,2024-01-05 11:23:15,2024-01-05,182,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/05/CALL001084.mp3,2024-01-05 11:23:15
CALL001085,DLR002,AGT011,CUS01126,CMP009,2024-01-21 12:34:29,2024-01-21,183,voicemail,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/21/CALL001085.mp3,2024-01-21 12:34:29
CALL001086,DLR004,AGT021,CUS00499,CMP016,2024-01-05 15:23:54,2024-01-05,231,no_answer,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/05/CALL001086.mp3,2024-01-05 15:23:54
CALL001087,DLR005,AGT030,CUS01850,CMP023,2024-01-16 15:07:21,2024-01-16,153,voicemail,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/16/CALL001087.mp3,2024-01-16 15:07:21
CALL001088,DLR005,AGT027,CUS01645,CMP024,2024-01-28 14:08:40,2024-01-28,77,no_answer,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/28/CALL001088.mp3,2024-01-28 14:08:40
CALL001089,DLR004,AGT024,CUS01001,CMP017,2024-01-06 18:15:18,2024-01-06,195,wrong_number,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/06/CALL001089.mp3,2024-01-06 18:15:18
CALL001090,DLR003,AGT013,CUS01505,CMP015,2024-01-30 14:43:16,2024-01-30,81,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR003/2024/01/30/CALL001090.mp3,2024-01-30 14:43:16
CALL001091,DLR001,AGT002,CUS00813,CMP005,2024-01-23 10:26:25,2024-01-23,89,do_not_call,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/23/CALL001091.mp3,2024-01-23 10:26:25
CALL001092,DLR001,AGT002,CUS01676,CMP005,2024-01-13 15:40:20,2024-01-13,107,voicemail,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/13/CALL001092.mp3,2024-01-13 15:40:20
CALL001093,DLR005,AGT029,CUS00158,CMP021,2024-01-12 15:00:00,2024-01-12,128,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/12/CALL001093.mp3,2024-01-12 15:00:00
CALL001094,DLR004,AGT023,CUS00886,CMP017,2024-01-17 10:57:42,2024-01-17,268,voicemail,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/17/CALL001094.mp3,2024-01-17 10:57:42
CALL001095,DLR005,AGT025,CUS01823,CMP025,2024-01-15 17:08:56,2024-01-15,207,complaint,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/15/CALL001095.mp3,2024-01-15 17:08:56
CALL001096,DLR001,AGT001,CUS00500,CMP004,2024-01-08 15:11:17,2024-01-08,266,no_answer,outbound,no_answer,s3://bdc-recordings/DLR001/2024/01/08/CALL001096.mp3,2024-01-08 15:11:17
CALL001097,DLR001,AGT006,CUS01677,CMP003,2024-01-12 15:32:56,2024-01-12,103,no_answer,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/12/CALL001097.mp3,2024-01-12 15:32:56
CALL001098,DLR002,AGT010,CUS00305,CMP008,2024-01-02 15:16:01,2024-01-02,236,voicemail,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/02/CALL001098.mp3,2024-01-02 15:16:01
CALL001099,DLR001,AGT005,CUS01000,CMP005,2024-01-25 14:23:15,2024-01-25,146,information_provided,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/25/CALL001099.mp3,2024-01-25 14:23:15
CALL001100,DLR002,AGT007,CUS00554,CMP006,2024-01-18 15:15:49,2024-01-18,159,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/18/CALL001100.mp3,2024-01-18 15:15:49
CALL001101,DLR004,AGT019,CUS01648,CMP019,2024-01-09 16:37:33,2024-01-09,178,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/09/CALL001101.mp3,2024-01-09 16:37:33
CALL001102,DLR002,AGT008,CUS00885,CMP009,2024-01-01 14:33:46,2024-01-01,223,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/01/CALL001102.mp3,2024-01-01 14:33:46
CALL001103,DLR005,AGT027,CUS00349,CMP024,2024-01-05 07:25:23,2024-01-05,133,voicemail,outbound,no_answer,s3://bdc-recordings/DLR005/2024/01/05/CALL001103.mp3,2024-01-05 07:25:23
CALL001104,DLR001,AGT001,CUS01548,CMP004,2024-01-08 11:17:31,2024-01-08,312,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/08/CALL001104.mp3,2024-01-08 11:17:31
CALL001105,DLR005,AGT030,CUS00035,CMP024,2024-01-10 10:48:15,2024-01-10,206,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/10/CALL001105.mp3,2024-01-10 10:48:15
CALL001106,DLR003,AGT018,CUS01621,CMP011,2024-01-30 10:52:48,2024-01-30,210,voicemail,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/30/CALL001106.mp3,2024-01-30 10:52:48
CALL001107,DLR005,AGT028,CUS00819,CMP021,2024-01-27 14:19:33,2024-01-27,152,no_answer,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/27/CALL001107.mp3,2024-01-27 14:19:33
CALL001108,DLR003,AGT014,CUS01104,CMP015,2024-01-25 14:54:55,2024-01-25,170,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/25/CALL001108.mp3,2024-01-25 14:54:55
CALL001109,DLR004,AGT023,CUS01359,CMP016,2024-01-16 10:13:49,2024-01-16,334,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/16/CALL001109.mp3,2024-01-16 10:13:49
CALL001110,DLR002,AGT010,CUS00472,CMP008,2024-01-16 13:37:26,2024-01-16,253,voicemail,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/16/CALL001110.mp3,2024-01-16 13:37:26
CALL001111,DLR003,AGT017,CUS00856,CMP011,2024-01-25 17:06:26,2024-01-25,179,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR003/2024/01/25/CALL001111.mp3,2024-01-25 17:06:26
CALL001112,DLR003,AGT018,CUS00686,CMP015,2024-01-26 10:26:48,2024-01-26,301,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/26/CALL001112.mp3,2024-01-26 10:26:48
