APPOINTMENT_ID,CALL_ID,DEALER_ID,AGENT_ID,CUSTOMER_ID,APPOINTMENT_DATETIME,APPOINTMENT_DATE,APPOINTMENT_TYPE,STATUS,DURATION_MINUTES,NOTES,CREATED_AT
APT01099,CALL003400,DLR002,AGT012,CUS01689,2024-02-06 00:47:30,2024-02-06,transmission_service,confirmed,120,,2024-01-24 16:47:30
APT01100,CALL003402,DLR005,AGT029,CUS01983,2024-01-22 03:08:16,2024-01-22,tire_rotation,scheduled,30,,2024-01-13 10:08:16
APT01101,CALL003406,DLR002,AGT008,CUS00613,2024-01-06 18:03:46,2024-01-06,multi_point_inspection,confirmed,45,,2024-01-01 10:03:46
APT01102,CALL003410,DLR005,AGT025,CUS01310,2024-01-08 00:42:15,2024-01-08,transmission_service,confirmed,30,,2024-01-02 11:42:15
APT01103,CALL003412,DLR002,AGT009,CUS00739,2024-01-27 20:20:25,2024-01-27,transmission_service,confirmed,45,,2024-01-17 12:20:25
APT01104,CALL003413,DLR001,AGT004,CUS00005,2024-01-17 23:48:14,2024-01-17,recall_repair,showed,30,,2024-01-15 14:48:14
APT01105,CALL003416,DLR004,AGT021,CUS01978,2024-01-16 22:24:17,2024-01-16,recall_repair,confirmed,90,,2024-01-04 08:24:17
APT01106,CALL003426,DLR003,AGT016,CUS01294,2024-01-18 02:40:37,2024-01-18,transmission_service,confirmed,90,,2024-01-11 09:40:37
APT01107,CALL003429,DLR001,AGT004,CUS00844,2024-01-21 03:04:00,2024-01-21,recall_repair,showed,60,,2024-01-06 10:04:00
APT01108,CALL003430,DLR001,AGT004,CUS00311,2024-01-29 02:09:38,2024-01-29,recall_repair,scheduled,120,,2024-01-23 15:09:38
APT01109,CALL003431,DLR002,AGT010,CUS01347,2024-02-06 22:09:31,2024-02-06,tire_rotation,confirmed,45,,2024-01-26 10:09:31
APT01110,CALL003432,DLR002,AGT011,CUS00316,2024-01-17 23:27:26,2024-01-17,transmission_service,scheduled,30,,2024-01-13 10:27:26
APT01111,CALL003435,DLR002,AGT010,CUS00415,2024-01-21 06:40:12,2024-01-21,multi_point_inspection,confirmed,60,,2024-01-18 15:40:12
APT01112,CALL003445,DLR004,AGT021,CUS01423,2024-01-11 04:45:52,2024-01-11,brake_service,scheduled,120,,2024-01-08 15:45:52
APT01113,CALL003447,DLR001,AGT001,CUS00134,2024-01-12 02:47:28,2024-01-12,lease_return,showed,90,,2024-01-02 14:47:28
APT01114,CALL003451,DLR004,AGT019,CUS01179,2024-02-04 06:46:18,2024-02-04,transmission_service,showed,30,,2024-01-27 16:46:18
APT01115,CALL003458,DLR004,AGT022,CUS00848,2024-01-23 19:25:56,2024-01-23,lease_return,confirmed,30,,2024-01-15 09:25:56
APT01116,CALL003460,DLR002,AGT007,CUS01707,2024-02-05 18:50:13,2024-02-05,lease_return,showed,60,,2024-01-24 10:50:13
APT01117,CALL003470,DLR004,AGT019,CUS00620,2024-01-31 02:31:25,2024-01-31,oil_change,showed,60,,2024-01-16 14:31:25
APT01118,CALL003473,DLR001,AGT005,CUS01019,2024-01-23 23:44:03,2024-01-23,sales_consultation,scheduled,30,,2024-01-17 15:44:03
APT01119,CALL003474,DLR002,AGT011,CUS01700,2024-01-27 05:07:32,2024-01-27,transmission_service,showed,45,,2024-01-19 13:07:32
APT01120,CALL003478,DLR002,AGT008,CUS00729,2024-01-27 02:02:15,2024-01-27,transmission_service,scheduled,30,,2024-01-24 16:02:15
APT01121,CALL003485,DLR001,AGT004,CUS00466,2024-01-20 19:02:55,2024-01-20,oil_change,showed,120,,2024-01-17 08:02:55
APT01122,CALL003487,DLR003,AGT015,CUS00322,2024-01-16 01:08:00,2024-01-16,lease_return,showed,120,,2024-01-13 14:08:00
APT01123,CALL003498,DLR001,AGT005,CUS01409,2024-02-05 21:37:12,2024-02-05,oil_change,no_show,120,,2024-01-30 13:37:12
APT01124,CALL003509,DLR004,AGT024,CUS00844,2024-01-19 06:53:11,2024-01-19,brake_service,no_show,30,,2024-01-10 17:53:11
APT01125,CALL003515,DLR005,AGT028,CUS01466,2024-01-12 09:57:19,2024-01-12,sales_consultation,showed,60,,2024-01-02 16:57:19
APT01126,CALL003520,DLR003,AGT016,CUS01653,2024-02-04 05:00:14,2024-02-04,recall_repair,confirmed,120,,2024-01-30 15:00:14
APT01127,CALL003521,DLR001,AGT003,CUS01629,2024-02-01 03:26:42,2024-02-01,transmission_service,showed,120,,2024-01-25 18:26:42
APT01128,CALL003528,DLR003,AGT017,CUS00469,2024-01-12 20:19:19,2024-01-12,recall_repair,confirmed,60,,2024-01-05 09:19:19
APT01129,CALL003529,DLR002,AGT007,CUS00275,2024-01-28 02:54:56,2024-01-28,brake_service,no_show,90,,2024-01-19 09:54:56
APT01130,CALL003531,DLR003,AGT015,CUS01976,2024-01-17 22:21:00,2024-01-17,recall_repair,no_show,60,,2024-01-06 11:21:00
APT01131,CALL003536,DLR002,AGT007,CUS00321,2024-02-04 03:49:29,2024-02-04,lease_return,confirmed,120,,2024-01-20 11:49:29
APT01132,CALL003537,DLR003,AGT014,CUS01329,2024-01-19 01:27:24,2024-01-19,sales_consultation,showed,30,,2024-01-16 14:27:24
APT01133,CALL003541,DLR002,AGT010,CUS01898,2024-02-04 18:57:09,2024-02-04,brake_service,showed,120,,2024-01-27 09:57:09
APT01134,CALL003551,DLR005,AGT028,CUS00699,2024-01-12 21:19:52,2024-01-12,lease_return,showed,45,,2024-01-03 13:19:52
APT01135,CALL003553,DLR002,AGT009,CUS00227,2024-01-13 02:23:43,2024-01-13,lease_return,scheduled,45,,2024-01-11 12:23:43
APT01136,CALL003559,DLR003,AGT014,CUS00610,2024-02-01 01:22:08,2024-02-01,oil_change,confirmed,90,,2024-01-18 16:22:08
APT01137,CALL003564,DLR001,AGT004,CUS00866,2024-01-29 21:08:23,2024-01-29,brake_service,confirmed,120,,2024-01-25 08:08:23
APT01138,CALL003567,DLR004,AGT019,CUS00884,2024-02-11 02:40:36,2024-02-11,brake_service,showed,120,,2024-01-28 11:40:36
APT01139,CALL003569,DLR004,AGT019,CUS00547,2024-01-20 18:55:56,2024-01-20,recall_repair,showed,60,,2024-01-06 10:55:56
APT01140,CALL003570,DLR001,AGT003,CUS01308,2024-01-27 02:03:01,2024-01-27,brake_service,scheduled,45,,2024-01-25 17:03:01
APT01141,CALL003575,DLR001,AGT002,CUS00709,2024-02-06 01:58:18,2024-02-06,transmission_service,cancelled,90,,2024-01-22 14:58:18
APT01142,CALL003577,DLR004,AGT023,CUS00365,2024-01-27 20:37:25,2024-01-27,multi_point_inspection,confirmed,60,,2024-01-14 11:37:25
APT01143,CALL003583,DLR002,AGT011,CUS01176,2024-01-25 09:14:04,2024-01-25,sales_consultation,showed,45,,2024-01-20 17:14:04
APT01144,CALL003584,DLR003,AGT013,CUS00219,2024-01-21 17:56:26,2024-01-21,recall_repair,cancelled,45,,2024-01-08 09:56:26
APT01145,CALL003587,DLR004,AGT019,CUS00486,2024-01-10 08:56:44,2024-01-10,recall_repair,confirmed,30,,2024-01-04 15:56:44
APT01146,CALL003588,DLR001,AGT001,CUS00139,2024-01-29 19:17:36,2024-01-29,tire_rotation,confirmed,60,,2024-01-19 11:17:36
APT01147,CALL003591,DLR003,AGT017,CUS01745,2024-01-22 23:09:17,2024-01-22,sales_consultation,showed,30,,2024-01-16 15:09:17
APT01148,CALL003598,DLR004,AGT022,CUS01418,2024-01-25 21:36:31,2024-01-25,multi_point_inspection,showed,60,,2024-01-15 11:36:31
APT01149,CALL003600,DLR004,AGT024,CUS01806,2024-01-28 04:54:26,2024-01-28,transmission_service,confirmed,45,,2024-01-19 11:54:26
APT01150,CALL003603,DLR003,AGT018,CUS00733,2024-01-28 06:19:31,2024-01-28,sales_consultation,no_show,45,,2024-01-13 18:19:31
APT01151,CALL003610,DLR005,AGT030,CUS00536,2024-01-21 03:10:23,2024-01-21,multi_point_inspection,scheduled,120,,2024-01-17 11:10:23
APT01152,CALL003616,DLR005,AGT025,CUS00051,2024-02-01 05:10:59,2024-02-01,lease_return,showed,30,,2024-01-30 13:10:59
APT01153,CALL003617,DLR004,AGT021,CUS01835,2024-01-16 16:35:19,2024-01-16,oil_change,scheduled,45,,2024-01-12 08:35:19
APT01154,CALL003631,DLR004,AGT020,CUS01938,2024-01-20 21:35:01,2024-01-20,multi_point_inspection,showed,90,,2024-01-09 12:35:01
APT01155,CALL003634,DLR004,AGT023,CUS00379,2024-01-10 23:25:09,2024-01-10,multi_point_inspection,scheduled,45,,2024-01-07 09:25:09
APT01156,CALL003641,DLR003,AGT015,CUS00409,2024-01-09 04:24:27,2024-01-09,transmission_service,showed,30,,2024-01-02 12:24:27
APT01157,CALL003643,DLR005,AGT026,CUS00329,2024-01-17 23:33:47,2024-01-17,sales_consultation,cancelled,90,,2024-01-12 09:33:47
APT01158,CALL003647,DLR001,AGT003,CUS00280,2024-01-27 08:52:21,2024-01-27,recall_repair,showed,60,,2024-01-14 16:52:21
APT01159,CALL003651,DLR005,AGT030,CUS00337,2024-01-06 23:14:02,2024-01-06,transmission_service,showed,60,,2024-01-02 15:14:02
APT01160,CALL003655,DLR001,AGT004,CUS00850,2024-01-21 03:38:48,2024-01-21,recall_repair,confirmed,30,,2024-01-14 12:38:48
APT01161,CALL003659,DLR005,AGT027,CUS01430,2024-02-05 20:17:35,2024-02-05,lease_return,showed,90,,2024-01-25 08:17:35
APT01162,CALL003661,DLR004,AGT021,CUS01111,2024-01-31 21:21:04,2024-01-31,tire_rotation,showed,90,,2024-01-20 13:21:04
APT01163,CALL003665,DLR003,AGT016,CUS00518,2024-02-03 04:28:18,2024-02-03,sales_consultation,no_show,30,,2024-01-30 12:28:18
APT01164,CALL003668,DLR005,AGT026,CUS00982,2024-01-08 11:24:26,2024-01-08,recall_repair,showed,30,,2024-01-04 18:24:26
APT01165,CALL003671,DLR005,AGT026,CUS01028,2024-01-17 23:50:19,2024-01-17,lease_return,no_show,60,,2024-01-04 11:50:19
APT01166,CALL003673,DLR005,AGT026,CUS01688,2024-01-19 00:11:59,2024-01-19,oil_change,confirmed,45,,2024-01-09 09:11:59
APT01167,CALL003674,DLR001,AGT001,CUS00679,2024-01-20 04:42:22,2024-01-20,transmission_service,confirmed,90,,2024-01-17 14:42:22
APT01168,CALL003677,DLR004,AGT021,CUS00234,2024-01-19 00:21:54,2024-01-19,brake_service,showed,90,,2024-01-15 08:21:54
APT01169,CALL003678,DLR005,AGT029,CUS00006,2024-01-30 01:44:53,2024-01-30,multi_point_inspection,scheduled,120,,2024-01-28 16:44:53
APT01170,CALL003682,DLR001,AGT004,CUS01487,2024-01-23 02:02:42,2024-01-23,multi_point_inspection,scheduled,120,,2024-01-19 14:02:42
APT01171,CALL003684,DLR001,AGT004,CUS01678,2024-01-15 01:43:25,2024-01-15,lease_return,showed,30,,2024-01-02 09:43:25
APT01172,CALL003686,DLR004,AGT023,CUS01392,2024-02-09 01:04:16,2024-02-09,oil_change,confirmed,30,,2024-01-29 09:04:16
APT01173,CALL003688,DLR005,AGT030,CUS01460,2024-01-15 20:47:18,2024-01-15,recall_repair,confirmed,60,,2024-01-08 11:47:18
APT01174,CALL003690,DLR005,AGT025,CUS00739,2024-01-19 01:09:11,2024-01-19,tire_rotation,showed,45,,2024-01-08 10:09:11
APT01175,CALL003698,DLR001,AGT004,CUS01143,2024-01-16 02:34:18,2024-01-16,sales_consultation,scheduled,30,,2024-01-12 11:34:18
APT01176,CALL003704,DLR004,AGT023,CUS01331,2024-01-09 23:43:37,2024-01-09,sales_consultation,showed,90,,2024-01-08 09:43:37
APT01177,CALL003706,DLR004,AGT020,CUS01240,2024-01-22 23:38:37,2024-01-22,transmission_service,confirmed,90,,2024-01-11 10:38:37
APT01178,CALL003708,DLR001,AGT002,CUS01697,2024-01-13 02:54:41,2024-01-13,brake_service,scheduled,45,,2024-01-10 17:54:41
APT01179,CALL003709,DLR002,AGT011,CUS01981,2024-02-05 23:34:17,2024-02-05,lease_return,showed,30,,2024-01-28 12:34:17
APT01180,CALL003710,DLR002,AGT010,CUS00509,2024-01-09 00:12:26,2024-01-09,recall_repair,scheduled,90,,2024-01-07 14:12:26
APT01181,CALL003716,DLR003,AGT018,CUS01328,2024-01-28 01:18:33,2024-01-28,tire_rotation,showed,120,,2024-01-13 11:18:33
APT01182,CALL003722,DLR004,AGT020,CUS01856,2024-01-27 07:09:21,2024-01-27,oil_change,scheduled,30,,2024-01-20 14:09:21
APT01183,CALL003728,DLR005,AGT028,CUS01106,2024-01-12 01:25:48,2024-01-12,transmission_service,cancelled,90,,2024-01-03 10:25:48
APT01184,CALL003732,DLR004,AGT019,CUS00860,2024-01-23 22:57:35,2024-01-23,oil_change,scheduled,45,,2024-01-10 14:57:35
APT01185,CALL003734,DLR003,AGT017,CUS01632,2024-01-31 01:07:25,2024-01-31,transmission_service,confirmed,120,,2024-01-25 11:07:25
APT01186,CALL003736,DLR003,AGT018,CUS01422,2024-01-09 01:24:55,2024-01-09,recall_repair,showed,45,,2024-01-02 13:24:55
APT01187,CALL003745,DLR004,AGT023,CUS00257,2024-01-15 21:36:16,2024-01-15,transmission_service,cancelled,120,,2024-01-12 09:36:16
APT01188,CALL003747,DLR001,AGT005,CUS01695,2024-01-16 00:13:13,2024-01-16,transmission_service,showed,90,,2024-01-08 09:13:13
APT01189,CALL003749,DLR003,AGT015,CUS00646,2024-01-28 07:04:09,2024-01-28,sales_consultation,scheduled,30,,2024-01-18 16:04:09
APT01190,CALL003750,DLR003,AGT014,CUS01742,2024-01-13 09:36:24,2024-01-13,oil_change,confirmed,90,,2024-01-04 16:36:24
APT01191,CALL003752,DLR004,AGT020,CUS00582,2024-02-02 21:11:57,2024-02-02,oil_change,showed,120,,2024-01-19 10:11:57
APT01192,CALL003755,DLR005,AGT028,CUS00702,2024-01-20 03:52:08,2024-01-20,brake_service,showed,90,,2024-01-15 14:52:08
APT01193,CALL003764,DLR004,AGT024,CUS01076,2024-02-12 03:44:39,2024-02-12,multi_point_inspection,showed,60,,2024-01-29 10:44:39
APT01194,CALL003767,DLR005,AGT029,CUS00416,2024-01-24 18:14:07,2024-01-24,brake_service,showed,30,,2024-01-20 10:14:07
APT01195,CALL003768,DLR003,AGT015,CUS00901,2024-01-20 21:36:58,2024-01-20,lease_return,no_show,90,,2024-01-18 09:36:58
APT01196,CALL003772,DLR002,AGT009,CUS01576,2024-02-01 04:30:06,2024-02-01,oil_change,scheduled,30,,2024-01-30 13:30:06
APT01197,CALL003777,DLR004,AGT021,CUS00025,2024-01-25 23:01:12,2024-01-25,transmission_service,scheduled,30,,2024-01-18 12:01:12
APT01198,CALL003778,DLR003,AGT016,CUS00920,2024-02-03 19:00:59,2024-02-03,sales_consultation,scheduled,120,,2024-01-24 09:00:59
APT01199,CALL003782,DLR003,AGT018,CUS00608,2024-01-31 01:28:23,2024-01-31,tire_rotation,showed,90,,2024-01-26 12:28:23
APT01200,CALL003790,DLR003,AGT017,CUS01026,2024-01-27 08:54:55,2024-01-27,lease_return,no_show,60,,2024-01-16 16:54:55
APT01201,CALL003794,DLR002,AGT008,CUS00523,2024-01-19 05:23:16,2024-01-19,brake_service,showed,90,,2024-01-14 14:23:16
APT01202,CALL003798,DLR002,AGT009,CUS01169,2024-02-03 02:23:13,2024-02-03,oil_change,cancelled,45,,2024-01-19 09:23:13
APT01203,CALL003807,DLR003,AGT016,CUS01774,2024-01-26 08:16:25,2024-01-26,oil_change,no_show,60,,2024-01-19 16:16:25
APT01204,CALL003810,DLR003,AGT015,CUS01727,2024-01-08 01:46:05,2024-01-08,multi_point_inspection,showed,120,,2024-01-01 13:46:05
APT01205,CALL003812,DLR005,AGT026,CUS01704,2024-01-18 05:08:44,2024-01-18,tire_rotation,confirmed,45,,2024-01-06 15:08:44
APT01206,CALL003813,DLR001,AGT001,CUS01644,2024-01-25 21:50:35,2024-01-25,multi_point_inspection,confirmed,45,,2024-01-22 10:50:35
APT01207,CALL003826,DLR004,AGT022,CUS01130,2024-01-25 20:29:31,2024-01-25,sales_consultation,confirmed,120,,2024-01-19 11:29:31
APT01208,CALL003833,DLR004,AGT022,CUS00833,2024-01-25 21:08:28,2024-01-25,lease_return,cancelled,90,,2024-01-22 11:08:28
APT01209,CALL003834,DLR001,AGT004,CUS00128,2024-01-09 21:43:38,2024-01-09,transmission_service,showed,45,,2024-01-01 08:43:38
APT01210,CALL003836,DLR002,AGT007,CUS00989,2024-01-24 00:00:40,2024-01-24,transmission_service,confirmed,90,,2024-01-14 09:00:40
APT01211,CALL003842,DLR002,AGT007,CUS00496,2024-02-08 02:27:17,2024-02-08,sales_consultation,no_show,60,,2024-01-27 12:27:17
APT01212,CALL003844,DLR002,AGT010,CUS00199,2024-01-21 17:26:32,2024-01-21,sales_consultation,showed,45,,2024-01-16 09:26:32
APT01213,CALL003847,DLR004,AGT024,CUS00517,2024-02-04 19:55:23,2024-02-04,multi_point_inspection,confirmed,60,,2024-01-25 11:55:23
APT01214,CALL003848,DLR004,AGT022,CUS00376,2024-01-24 09:28:05,2024-01-24,brake_service,no_show,90,,2024-01-09 16:28:05
APT01215,CALL003850,DLR004,AGT020,CUS00425,2024-02-08 00:16:49,2024-02-08,oil_change,showed,30,,2024-01-24 14:16:49
APT01216,CALL003853,DLR004,AGT021,CUS00908,2024-02-05 02:13:53,2024-02-05,brake_service,scheduled,90,,2024-01-21 11:13:53
APT01217,CALL003856,DLR005,AGT029,CUS01461,2024-01-28 15:56:53,2024-01-28,tire_rotation,scheduled,120,,2024-01-27 07:56:53
APT01218,CALL003857,DLR004,AGT021,CUS01003,2024-02-06 10:13:04,2024-02-06,brake_service,cancelled,30,,2024-01-29 17:13:04
APT01219,CALL003860,DLR002,AGT007,CUS00050,2024-01-27 23:59:58,2024-01-27,lease_return,scheduled,120,,2024-01-13 14:59:58
APT01220,CALL003863,DLR004,AGT021,CUS01031,2024-01-14 02:43:44,2024-01-14,oil_change,scheduled,120,,2024-01-01 12:43:44
APT01221,CALL003865,DLR001,AGT001,CUS01569,2024-01-26 02:03:00,2024-01-26,brake_service,scheduled,45,,2024-01-19 14:03:00
APT01222,CALL003869,DLR003,AGT017,CUS01462,2024-02-02 17:46:45,2024-02-02,tire_rotation,scheduled,30,,2024-01-27 09:46:45
APT01223,CALL003870,DLR001,AGT003,CUS01769,2024-01-29 07:48:49,2024-01-29,sales_consultation,showed,120,,2024-01-22 14:48:49
APT01224,CALL003875,DLR003,AGT013,CUS01350,2024-02-02 04:30:33,2024-02-02,transmission_service,showed,30,,2024-01-21 15:30:33
APT01225,CALL003876,DLR001,AGT001,CUS01654,2024-01-11 21:14:09,2024-01-11,recall_repair,confirmed,90,,2024-01-06 13:14:09
APT01226,CALL003877,DLR003,AGT015,CUS01621,2024-01-10 02:28:44,2024-01-10,tire_rotation,showed,45,,2024-01-01 09:28:44
APT01227,CALL003879,DLR002,AGT010,CUS00210,2024-01-16 20:08:14,2024-01-16,multi_point_inspection,confirmed,90,,2024-01-04 10:08:14
APT01228,CALL003882,DLR004,AGT021,CUS00269,2024-01-27 00:08:42,2024-01-27,oil_change,no_show,90,,2024-01-13 09:08:42
APT01229,CALL003887,DLR003,AGT015,CUS01633,2024-01-19 19:19:17,2024-01-19,tire_rotation,scheduled,30,,2024-01-07 11:19:17
APT01230,CALL003891,DLR005,AGT030,CUS00115,2024-01-10 19:37:56,2024-01-10,oil_change,cancelled,45,,2024-01-09 10:37:56
APT01231,CALL003896,DLR003,AGT018,CUS01658,2024-01-30 23:33:19,2024-01-30,oil_change,showed,60,,2024-01-16 10:33:19
APT01232,CALL003897,DLR003,AGT016,CUS01816,2024-01-13 06:58:26,2024-01-13,oil_change,no_show,45,,2024-01-04 16:58:26
APT01233,CALL003901,DLR003,AGT018,CUS01805,2024-01-20 19:51:10,2024-01-20,sales_consultation,showed,120,,2024-01-16 10:51:10
APT01234,CALL003902,DLR003,AGT015,CUS01188,2024-01-14 23:49:12,2024-01-14,brake_service,confirmed,30,,2024-01-10 08:49:12
APT01235,CALL003904,DLR002,AGT010,CUS01557,2024-01-10 20:38:46,2024-01-10,sales_consultation,confirmed,45,,2024-01-05 08:38:46
APT01236,CALL003906,DLR003,AGT013,CUS01454,2024-02-01 06:49:19,2024-02-01,brake_service,scheduled,30,,2024-01-26 18:49:19
APT01237,CALL003913,DLR004,AGT021,CUS00727,2024-01-22 01:21:40,2024-01-22,tire_rotation,confirmed,120,,2024-01-16 13:21:40
APT01238,CALL003914,DLR004,AGT021,CUS01885,2024-01-13 23:04:47,2024-01-13,oil_change,no_show,60,,2024-01-07 14:04:47
APT01239,CALL003915,DLR001,AGT004,CUS01088,2024-01-10 06:12:39,2024-01-10,transmission_service,scheduled,90,,2024-01-01 16:12:39
APT01240,CALL003917,DLR002,AGT010,CUS01274,2024-01-09 02:49:53,2024-01-09,lease_return,showed,90,,2024-01-07 17:49:53
APT01241,CALL003918,DLR003,AGT014,CUS00523,2024-01-13 03:40:39,2024-01-13,recall_repair,showed,45,,2024-01-04 16:40:39
APT01242,CALL003922,DLR003,AGT016,CUS01567,2024-01-15 21:21:10,2024-01-15,brake_service,showed,60,,2024-01-13 11:21:10
APT01243,CALL003926,DLR002,AGT008,CUS01025,2024-01-18 03:45:18,2024-01-18,multi_point_inspection,showed,45,,2024-01-11 11:45:18
APT01244,CALL003928,DLR001,AGT003,CUS00552,2024-02-08 20:30:08,2024-02-08,oil_change,showed,90,,2024-01-30 11:30:08
APT01245,CALL003931,DLR001,AGT002,CUS01067,2024-02-02 00:28:32,2024-02-02,multi_point_inspection,scheduled,120,,2024-01-30 15:28:32
APT01246,CALL003932,DLR001,AGT004,CUS00277,2024-01-25 10:15:55,2024-01-25,transmission_service,scheduled,45,,2024-01-13 17:15:55
APT01247,CALL003936,DLR004,AGT019,CUS00267,2024-01-11 21:32:50,2024-01-11,sales_consultation,cancelled,120,,2024-01-02 09:32:50
APT01248,CALL003940,DLR004,AGT021,CUS01105,2024-01-27 04:33:14,2024-01-27,multi_point_inspection,cancelled,90,,2024-01-17 13:33:14
APT01249,CALL003942,DLR005,AGT026,CUS01161,2024-02-02 21:43:18,2024-02-02,multi_point_inspection,showed,30,,2024-01-20 11:43:18
APT01250,CALL003950,DLR004,AGT024,CUS00924,2024-01-12 22:04:40,2024-01-12,sales_consultation,confirmed,120,,2024-01-08 09:04:40
APT01251,CALL003958,DLR005,AGT028,CUS01687,2024-01-20 23:00:21,2024-01-20,transmission_service,showed,60,,2024-01-17 09:00:21
APT01252,CALL003960,DLR001,AGT001,CUS01541,2024-02-10 18:35:44,2024-02-10,recall_repair,scheduled,45,,2024-01-29 09:35:44
APT01253,CALL003962,DLR004,AGT024,CUS00214,2024-01-30 02:41:44,2024-01-30,sales_consultation,showed,90,,2024-01-18 17:41:44
APT01254,CALL003964,DLR002,AGT009,CUS00108,2024-01-30 04:10:33,2024-01-30,multi_point_inspection,showed,45,,2024-01-22 13:10:33
APT01255,CALL003974,DLR003,AGT018,CUS01036,2024-01-15 02:16:39,2024-01-15,lease_return,confirmed,90,,2024-01-03 10:16:39
APT01256,CALL003981,DLR003,AGT014,CUS00381,2024-02-14 09:20:42,2024-02-14,oil_change,scheduled,30,,2024-01-30 19:20:42
APT01257,CALL003984,DLR003,AGT017,CUS00517,2024-01-15 20:18:37,2024-01-15,lease_return,no_show,60,,2024-01-14 11:18:37
APT01258,CALL003986,DLR001,AGT004,CUS00720,2024-01-18 22:06:05,2024-01-18,sales_consultation,scheduled,30,,2024-01-09 07:06:05
APT01259,CALL003988,DLR004,AGT022,CUS01012,2024-01-26 02:56:57,2024-01-26,recall_repair,showed,45,,2024-01-15 16:56:57
APT01260,CALL003990,DLR004,AGT019,CUS01364,2024-01-22 21:15:49,2024-01-22,brake_service,scheduled,30,,2024-01-20 09:15:49
APT01261,CALL003994,DLR005,AGT026,CUS01170,2024-02-03 00:15:02,2024-02-03,brake_service,showed,90,,2024-01-28 10:15:02
APT01262,CALL003997,DLR001,AGT003,CUS01601,2024-01-12 05:53:48,2024-01-12,transmission_service,scheduled,30,,2024-01-09 13:53:48
APT01263,CALL004002,DLR001,AGT003,CUS00295,2024-01-19 23:44:14,2024-01-19,recall_repair,showed,90,,2024-01-11 10:44:14
APT01264,CALL004003,DLR003,AGT018,CUS00707,2024-01-23 04:38:48,2024-01-23,transmission_service,showed,45,,2024-01-12 14:38:48
APT01265,CALL004005,DLR002,AGT010,CUS01996,2024-01-19 01:15:08,2024-01-19,oil_change,cancelled,45,,2024-01-10 15:15:08
APT01266,CALL004009,DLR003,AGT018,CUS01699,2024-01-09 06:23:27,2024-01-09,brake_service,showed,45,,2024-01-03 14:23:27
APT01267,CALL004017,DLR004,AGT021,CUS00428,2024-01-26 08:30:51,2024-01-26,tire_rotation,no_show,30,,2024-01-15 15:30:51
APT01268,CALL004022,DLR001,AGT003,CUS01203,2024-01-15 00:05:03,2024-01-15,sales_consultation,scheduled,120,,2024-01-10 10:05:03
APT01269,CALL004028,DLR004,AGT022,CUS01457,2024-02-12 04:18:33,2024-02-12,recall_repair,confirmed,45,,2024-01-28 17:18:33
APT01270,CALL004038,DLR001,AGT001,CUS01869,2024-02-04 05:53:39,2024-02-04,oil_change,showed,45,,2024-01-29 16:53:39
APT01271,CALL004040,DLR001,AGT006,CUS00584,2024-02-03 06:30:02,2024-02-03,brake_service,no_show,30,,2024-01-22 13:30:02
APT01272,CALL004048,DLR005,AGT028,CUS01589,2024-01-21 07:56:55,2024-01-21,recall_repair,showed,45,,2024-01-18 15:56:55
APT01273,CALL004049,DLR003,AGT014,CUS00288,2024-02-09 23:34:47,2024-02-09,lease_return,scheduled,45,,2024-01-26 09:34:47
APT01274,CALL004053,DLR003,AGT018,CUS00648,2024-01-27 04:50:50,2024-01-27,sales_consultation,confirmed,30,,2024-01-22 18:50:50
APT01275,CALL004057,DLR005,AGT025,CUS01862,2024-01-15 04:26:51,2024-01-15,tire_rotation,scheduled,90,,2024-01-11 15:26:51
APT01276,CALL004061,DLR003,AGT013,CUS00973,2024-01-28 03:54:10,2024-01-28,sales_consultation,showed,30,,2024-01-25 10:54:10
APT01277,CALL004065,DLR004,AGT023,CUS01850,2024-01-14 22:36:12,2024-01-14,recall_repair,confirmed,30,,2024-01-08 10:36:12
APT01278,CALL004066,DLR002,AGT011,CUS00753,2024-01-08 01:50:32,2024-01-08,lease_return,confirmed,30,,2024-01-06 15:50:32
APT01279,CALL004067,DLR001,AGT003,CUS01896,2024-02-08 22:37:16,2024-02-08,tire_rotation,showed,90,,2024-01-28 13:37:16
APT01280,CALL004068,DLR005,AGT030,CUS01113,2024-02-07 05:48:54,2024-02-07,transmission_service,showed,90,,2024-01-25 16:48:54
APT01281,CALL004069,DLR005,AGT028,CUS00202,2024-01-08 02:37:07,2024-01-08,oil_change,confirmed,90,,2024-01-06 12:37:07
APT01282,CALL004070,DLR001,AGT001,CUS01598,2024-02-03 02:52:32,2024-02-03,oil_change,showed,120,,2024-01-29 14:52:32
APT01283,CALL004080,DLR004,AGT023,CUS00016,2024-01-10 20:50:33,2024-01-10,transmission_service,showed,45,,2024-01-08 09:50:33
APT01284,CALL004081,DLR003,AGT015,CUS00844,2024-01-11 06:31:11,2024-01-11,oil_change,showed,90,,2024-01-01 15:31:11
APT01285,CALL004083,DLR002,AGT007,CUS01713,2024-02-06 01:37:09,2024-02-06,tire_rotation,no_show,30,,2024-01-23 15:37:09
APT01286,CALL004085,DLR004,AGT022,CUS00549,2024-01-17 03:50:45,2024-01-17,lease_return,showed,90,,2024-01-04 14:50:45
APT01287,CALL004090,DLR005,AGT026,CUS01640,2024-01-27 23:56:43,2024-01-27,tire_rotation,scheduled,120,,2024-01-14 15:56:43
