SCORE_ID,CALL_ID,AGENT_ID,GREETING,ACTIVE_LISTENING,OBJECTION_HANDLING,PRODUCT_KNOWLEDGE,CLOSING,PROFESSIONALISM,OVERALL_SCORE,SCORED_BY,NOTES,CREATED_AT
SCR002858,CALL002858,AGT001,91,86,83,77,77,71,80,AI,,2024-01-16 14:14:55
SCR002859,CALL002859,AGT027,50,74,30,46,65,34,49,supervisor,,2024-01-01 17:30:22
SCR002860,CALL002860,AGT021,80,66,91,80,69,86,78,supervisor,,2024-01-14 10:26:34
SCR002861,CALL002861,AGT001,99,71,89,68,74,72,78,AI,,2024-01-08 14:40:31
SCR002862,CALL002862,AGT019,53,47,86,69,73,48,62,supervisor,,2024-01-20 15:24:54
SCR002863,CALL002863,AGT015,65,81,75,92,75,72,76,supervisor,,2024-01-21 17:58:11
SCR002864,CALL002864,AGT010,80,72,97,90,95,79,85,AI,,2024-01-05 11:49:51
SCR002865,CALL002865,AGT008,47,90,89,56,68,85,72,supervisor,,2024-01-30 11:16:03
SCR002866,CALL002866,AGT009,83,71,73,76,85,69,76,supervisor,,2024-01-16 15:32:41
SCR002867,CALL002867,AGT007,82,46,62,55,60,70,62,supervisor,,2024-01-22 10:27:24
SCR002868,CALL002868,AGT008,90,64,66,80,52,90,73,AI,,2024-01-23 15:23:46
SCR002869,CALL002869,AGT001,66,84,92,92,73,88,82,AI,,2024-01-19 18:57:25
SCR002870,CALL002870,AGT012,44,59,59,51,28,25,44,supervisor,,2024-01-27 12:47:02
SCR002871,CALL002871,AGT007,62,65,55,46,88,55,61,supervisor,,2024-01-07 14:22:02
SCR002872,CALL002872,AGT018,72,99,99,87,100,93,91,AI,,2024-01-27 16:50:04
SCR002873,CALL002873,AGT023,79,80,97,67,70,65,76,AI,,2024-01-15 08:13:06
SCR002874,CALL002874,AGT022,47,72,73,70,60,53,62,supervisor,,2024-01-22 10:38:29
SCR002875,CALL002875,AGT021,77,74,89,72,79,66,76,supervisor,,2024-01-19 09:27:59
SCR002876,CALL002876,AGT026,78,92,98,97,66,100,88,AI,,2024-01-30 14:30:58
SCR002877,CALL002877,AGT016,61,89,83,84,87,45,74,AI,,2024-01-26 10:21:55
SCR002878,CALL002878,AGT016,64,58,59,62,48,48,56,supervisor,,2024-01-27 17:23:47
SCR002879,CALL002879,AGT006,37,45,22,45,48,47,40,AI,,2024-01-13 16:00:25
SCR002880,CALL002880,AGT025,66,77,49,55,60,68,62,supervisor,,2024-01-11 11:29:06
SCR002881,CALL002881,AGT002,38,64,35,42,56,66,50,supervisor,,2024-01-12 09:13:28
SCR002882,CALL002882,AGT016,63,78,70,86,71,72,73,supervisor,,2024-01-17 12:55:58
SCR002883,CALL002883,AGT001,75,79,78,85,67,85,78,supervisor,,2024-01-02 10:37:45
SCR002884,CALL002884,AGT007,69,58,87,68,60,80,70,AI,,2024-01-16 11:53:07
SCR002885,CALL002885,AGT011,90,60,84,62,65,79,73,supervisor,,2024-01-29 11:16:18
SCR002886,CALL002886,AGT027,38,54,23,30,38,38,36,supervisor,,2024-01-20 14:37:08
SCR002887,CALL002887,AGT008,48,77,60,52,60,48,57,AI,,2024-01-02 18:52:24
SCR002888,CALL002888,AGT008,46,64,77,59,90,61,66,AI,,2024-01-16 15:28:01
SCR002889,CALL002889,AGT018,96,83,90,84,73,66,82,supervisor,,2024-01-11 15:01:11
SCR002890,CALL002890,AGT026,89,94,71,66,80,75,79,AI,,2024-01-26 14:40:23
SCR002891,CALL002891,AGT014,74,50,74,83,78,50,68,supervisor,,2024-01-01 16:57:15
SCR002892,CALL002892,AGT011,58,73,55,61,74,81,67,AI,,2024-01-09 10:37:14
SCR002893,CALL002893,AGT025,86,50,87,84,73,71,75,supervisor,,2024-01-28 17:54:16
SCR002894,CALL002894,AGT012,57,21,55,51,34,46,44,supervisor,,2024-01-13 14:10:51
SCR002895,CALL002895,AGT014,51,80,57,63,69,81,66,AI,,2024-01-02 16:22:55
SCR002896,CALL002896,AGT003,70,55,48,55,86,52,61,AI,,2024-01-05 14:19:00
SCR002897,CALL002897,AGT027,27,33,35,68,29,22,35,AI,,2024-01-26 10:25:27
SCR002898,CALL002898,AGT001,69,70,68,78,70,84,73,AI,,2024-01-03 13:54:21
SCR002899,CALL002899,AGT026,89,86,85,98,84,78,86,AI,,2024-01-23 17:11:41
SCR002900,CALL002900,AGT005,31,75,54,68,29,38,49,supervisor,,2024-01-21 10:26:34
SCR002901,CALL002901,AGT001,78,76,85,90,99,66,82,supervisor,,2024-01-17 11:02:22
SCR002902,CALL002902,AGT021,78,76,86,84,80,67,78,supervisor,,2024-01-14 18:38:14
SCR002903,CALL002903,AGT010,98,73,72,92,89,89,85,AI,,2024-01-01 13:11:28
SCR002904,CALL002904,AGT027,54,49,27,43,32,75,46,supervisor,,2024-01-15 16:05:23
SCR002905,CALL002905,AGT024,81,65,48,84,58,45,63,AI,,2024-01-07 10:04:46
SCR002906,CALL002906,AGT018,85,99,73,72,71,85,80,supervisor,,2024-01-22 09:02:18
SCR002907,CALL002907,AGT019,78,51,67,85,83,53,69,AI,,2024-01-13 12:33:21
SCR002908,CALL002908,AGT010,89,92,81,90,90,71,85,supervisor,,2024-01-13 10:25:37
SCR002909,CALL002909,AGT009,75,72,78,53,58,81,69,supervisor,,2024-01-16 10:54:16
SCR002910,CALL002910,AGT016,79,64,53,76,65,48,64,supervisor,,2024-01-25 13:17:50
SCR002911,CALL002911,AGT011,79,62,50,66,58,61,62,AI,,2024-01-21 14:00:49
SCR002912,CALL002912,AGT005,49,64,55,47,21,63,49,AI,,2024-01-29 14:04:04
SCR002913,CALL002913,AGT021,73,99,84,82,83,98,86,supervisor,,2024-01-11 15:18:21
SCR002914,CALL002914,AGT024,81,62,76,59,80,58,69,AI,,2024-01-09 10:38:11
SCR002915,CALL002915,AGT004,90,98,89,72,75,71,82,AI,,2024-01-13 09:53:49
SCR002916,CALL002916,AGT026,87,84,67,73,74,82,77,supervisor,,2024-01-25 09:26:13
SCR002917,CALL002917,AGT013,27,39,47,21,36,63,38,supervisor,,2024-01-20 14:25:13
SCR002918,CALL002918,AGT011,74,48,56,66,56,65,60,supervisor,,2024-01-07 08:54:14
SCR002919,CALL002919,AGT011,48,64,88,82,62,51,65,supervisor,,2024-01-27 16:11:50
SCR002920,CALL002920,AGT020,59,79,80,47,45,70,63,supervisor,,2024-01-06 11:09:24
SCR002921,CALL002921,AGT029,75,55,88,67,79,48,68,AI,,2024-01-14 11:41:18
SCR002922,CALL002922,AGT022,56,78,69,81,54,69,67,supervisor,,2024-01-09 12:19:32
SCR002923,CALL002923,AGT015,93,83,66,66,87,82,79,AI,,2024-01-17 10:20:36
SCR002924,CALL002924,AGT002,44,23,58,73,70,45,52,AI,,2024-01-24 16:19:08
SCR002925,CALL002925,AGT019,81,45,64,52,81,51,62,supervisor,,2024-01-04 15:43:06
SCR002926,CALL002926,AGT008,61,53,75,50,72,72,63,supervisor,,2024-01-03 09:51:29
SCR002927,CALL002927,AGT011,84,90,70,69,73,77,77,supervisor,,2024-01-21 18:26:10
SCR002928,CALL002928,AGT020,75,67,89,58,68,64,70,supervisor,,2024-01-12 09:32:40
SCR002929,CALL002929,AGT015,70,70,82,85,72,81,76,AI,,2024-01-20 12:02:28
SCR002930,CALL002930,AGT019,52,89,55,83,83,55,69,supervisor,,2024-01-27 11:33:00
SCR002931,CALL002931,AGT004,72,67,93,72,87,69,76,AI,,2024-01-16 15:11:45
SCR002932,CALL002932,AGT029,48,64,52,61,67,47,56,AI,,2024-01-29 09:36:44
SCR002933,CALL002933,AGT010,79,84,75,84,90,84,82,AI,,2024-01-21 11:43:49
SCR002934,CALL002934,AGT015,83,90,75,77,85,77,81,AI,,2024-01-25 11:14:46
SCR002935,CALL002935,AGT024,46,50,49,46,48,45,47,AI,,2024-01-07 16:57:55
SCR002936,CALL002936,AGT021,73,91,74,82,85,72,79,supervisor,,2024-01-26 17:09:35
SCR002937,CALL002937,AGT010,95,92,74,71,88,66,81,AI,,2024-01-16 16:38:57
SCR002938,CALL002938,AGT024,56,87,81,66,84,52,71,AI,,2024-01-20 08:41:42
SCR002939,CALL002939,AGT016,48,66,57,71,85,85,68,supervisor,,2024-01-02 09:13:08
SCR002940,CALL002940,AGT029,87,63,66,73,88,61,73,AI,,2024-01-18 14:22:29
SCR002941,CALL002941,AGT028,71,55,67,75,81,61,68,supervisor,,2024-01-15 08:30:51
SCR002942,CALL002942,AGT008,47,65,58,48,63,72,58,AI,,2024-01-24 15:04:12
SCR002943,CALL002943,AGT025,79,54,45,58,82,57,62,AI,,2024-01-15 12:37:38
SCR002944,CALL002944,AGT006,71,52,20,26,69,20,43,AI,,2024-01-21 16:29:17
SCR002945,CALL002945,AGT001,78,81,86,88,100,70,83,supervisor,,2024-01-15 11:19:57
SCR002946,CALL002946,AGT012,34,29,54,33,65,31,41,supervisor,,2024-01-17 12:56:50
SCR002947,CALL002947,AGT021,79,75,86,95,78,96,84,AI,,2024-01-11 08:05:48
SCR002948,CALL002948,AGT016,61,63,53,80,89,46,65,AI,,2024-01-01 13:01:40
SCR002949,CALL002949,AGT006,62,48,70,74,74,66,65,AI,,2024-01-14 08:07:47
SCR002950,CALL002950,AGT012,38,21,46,64,75,52,49,supervisor,,2024-01-12 14:06:24
SCR002951,CALL002951,AGT011,58,55,88,55,88,89,72,AI,,2024-01-24 10:09:21
SCR002952,CALL002952,AGT010,85,98,74,99,86,70,85,AI,,2024-01-11 11:23:56
SCR002953,CALL002953,AGT009,64,51,71,76,57,80,66,AI,,2024-01-18 08:10:48
SCR002954,CALL002954,AGT029,69,60,46,70,90,53,64,supervisor,,2024-01-10 10:16:47
SCR002955,CALL002955,AGT019,90,45,66,59,73,84,69,AI,,2024-01-28 15:01:26
SCR002956,CALL002956,AGT008,89,46,83,60,83,50,68,AI,,2024-01-20 12:59:27
SCR002957,CALL002957,AGT006,68,34,59,21,63,41,47,AI,,2024-01-24 13:39:15
SCR002958,CALL002958,AGT024,70,58,67,45,73,68,63,AI,,2024-01-16 11:37:32
SCR002959,CALL002959,AGT025,86,75,77,87,67,57,74,AI,,2024-01-20 15:42:35
SCR002960,CALL002960,AGT026,77,91,88,94,100,92,90,supervisor,,2024-01-05 09:19:01
SCR002961,CALL002961,AGT025,80,74,79,59,50,65,67,supervisor,,2024-01-30 10:26:44
SCR002962,CALL002962,AGT020,51,68,68,73,54,79,65,AI,,2024-01-22 17:04:36
SCR002963,CALL002963,AGT025,48,78,77,61,58,56,63,supervisor,,2024-01-16 13:51:50
SCR002964,CALL002964,AGT001,84,83,70,85,89,72,80,AI,,2024-01-05 10:15:35
SCR002965,CALL002965,AGT004,92,94,89,67,72,72,81,AI,,2024-01-11 11:59:36
SCR002966,CALL002966,AGT011,76,47,62,45,77,83,65,supervisor,,2024-01-24 12:08:46
SCR002967,CALL002967,AGT024,86,83,58,87,70,66,75,AI,,2024-01-25 11:31:30
SCR002968,CALL002968,AGT015,78,71,74,94,76,86,79,AI,,2024-01-12 11:42:25
SCR002969,CALL002969,AGT027,52,66,49,25,41,71,50,AI,,2024-01-25 11:43:43
SCR002970,CALL002970,AGT025,64,78,50,52,73,81,66,supervisor,,2024-01-27 08:40:11
SCR002971,CALL002971,AGT028,89,77,87,73,68,79,78,AI,,2024-01-04 19:34:13
SCR002972,CALL002972,AGT002,30,50,25,45,49,35,39,AI,,2024-01-13 14:19:19
SCR002973,CALL002973,AGT013,31,60,49,46,34,23,40,supervisor,,2024-01-14 15:14:56
SCR002974,CALL002974,AGT008,75,90,57,78,51,48,66,AI,,2024-01-21 10:38:50
SCR002975,CALL002975,AGT007,55,83,55,59,89,74,69,AI,,2024-01-09 18:41:21
SCR002976,CALL002976,AGT012,75,45,69,52,34,70,57,AI,,2024-01-19 10:43:24
SCR002977,CALL002977,AGT017,88,89,54,76,53,83,73,supervisor,,2024-01-12 16:21:11
SCR002978,CALL002978,AGT007,72,72,49,73,71,58,65,supervisor,,2024-01-04 08:12:27
SCR002979,CALL002979,AGT020,85,56,72,49,85,83,71,AI,,2024-01-25 13:14:07
SCR002980,CALL002980,AGT027,50,67,30,30,74,43,49,AI,,2024-01-15 16:22:45
SCR002981,CALL002981,AGT014,61,55,72,78,45,87,66,supervisor,,2024-01-03 13:23:54
SCR002982,CALL002982,AGT004,84,92,79,82,83,90,85,AI,,2024-01-21 07:16:08
SCR002983,CALL002983,AGT018,93,83,98,75,66,70,80,AI,,2024-01-06 12:59:52
SCR002984,CALL002984,AGT011,77,52,57,75,49,74,64,supervisor,,2024-01-13 11:00:39
SCR002985,CALL002985,AGT018,77,65,92,70,97,72,78,supervisor,,2024-01-25 14:13:35
SCR002986,CALL002986,AGT001,76,77,99,93,72,92,84,AI,,2024-01-15 07:48:19
SCR002987,CALL002987,AGT007,73,67,47,55,88,82,68,supervisor,,2024-01-22 12:44:56
SCR002988,CALL002988,AGT029,50,52,45,53,59,85,57,supervisor,,2024-01-06 10:23:06
SCR002989,CALL002989,AGT023,88,67,69,87,70,71,75,AI,,2024-01-04 13:29:09
SCR002990,CALL002990,AGT012,53,22,46,31,30,70,42,supervisor,,2024-01-07 11:11:28
SCR002991,CALL002991,AGT010,99,97,65,87,85,71,84,AI,,2024-01-15 11:51:21
SCR002992,CALL002992,AGT008,66,63,62,50,56,84,63,supervisor,,2024-01-12 11:59:28
SCR002993,CALL002993,AGT027,63,67,43,61,43,25,50,AI,,2024-01-04 09:54:05
SCR002994,CALL002994,AGT025,51,66,60,75,88,88,71,AI,,2024-01-27 17:25:51
SCR002995,CALL002995,AGT026,91,82,70,69,66,88,77,AI,,2024-01-14 10:57:42
SCR002996,CALL002996,AGT014,66,54,61,58,70,61,61,supervisor,,2024-01-14 16:10:37
SCR002997,CALL002997,AGT026,68,89,80,97,81,87,83,AI,,2024-01-23 10:28:10
SCR002998,CALL002998,AGT027,51,25,64,48,74,32,49,supervisor,,2024-01-11 13:38:07
SCR002999,CALL002999,AGT004,73,85,95,89,87,87,86,AI,,2024-01-14 10:28:39
SCR003000,CALL003000,AGT009,45,77,88,61,46,78,65,AI,,2024-01-16 12:01:59
SCR003001,CALL003001,AGT018,66,78,100,82,70,82,79,AI,,2024-01-21 17:53:25
SCR003002,CALL003002,AGT018,75,85,74,87,80,76,79,supervisor,,2024-01-13 16:33:49
SCR003003,CALL003003,AGT014,86,60,84,81,84,79,79,supervisor,,2024-01-01 10:42:50
SCR003004,CALL003004,AGT006,33,63,67,38,65,34,50,AI,,2024-01-12 07:50:22
SCR003005,CALL003005,AGT022,75,48,67,54,82,74,66,supervisor,,2024-01-07 08:39:27
SCR003006,CALL003006,AGT001,69,78,100,68,80,88,80,supervisor,,2024-01-19 09:07:58
SCR003007,CALL003007,AGT015,80,65,85,88,71,72,76,AI,,2024-01-30 15:09:04
SCR003008,CALL003008,AGT013,58,29,52,43,33,56,45,AI,,2024-01-06 13:13:46
SCR003009,CALL003009,AGT021,99,80,85,72,75,67,79,AI,,2024-01-24 14:53:59
SCR003010,CALL003010,AGT001,83,71,86,87,85,68,80,supervisor,,2024-01-23 10:51:06
SCR003011,CALL003011,AGT014,78,73,73,84,87,73,78,AI,,2024-01-15 18:03:01
SCR003012,CALL003012,AGT015,90,87,97,91,96,81,90,AI,,2024-01-30 13:59:44
SCR003013,CALL003013,AGT028,84,86,56,58,49,85,69,supervisor,,2024-01-29 14:49:27
SCR003014,CALL003014,AGT025,83,81,54,53,76,63,68,AI,,2024-01-26 15:12:29
SCR003015,CALL003015,AGT001,73,87,78,74,66,89,77,AI,,2024-01-05 17:16:44
SCR003016,CALL003016,AGT020,84,59,58,82,82,64,71,supervisor,,2024-01-30 14:52:14
SCR003017,CALL003017,AGT013,74,70,38,46,74,60,60,supervisor,,2024-01-22 11:58:50
SCR003018,CALL003018,AGT020,77,56,77,72,80,81,73,supervisor,,2024-01-27 14:23:38
SCR003019,CALL003019,AGT002,50,69,57,20,25,37,43,AI,,2024-01-09 10:18:07
SCR003020,CALL003020,AGT007,65,51,84,78,66,63,67,AI,,2024-01-11 09:46:29
SCR003021,CALL003021,AGT024,48,74,76,54,46,76,62,supervisor,,2024-01-14 15:06:08
SCR003022,CALL003022,AGT019,76,55,85,78,68,51,68,AI,,2024-01-14 16:27:06
SCR003023,CALL003023,AGT018,92,76,78,96,78,72,82,supervisor,,2024-01-26 10:17:01
SCR003024,CALL003024,AGT017,82,70,68,54,87,72,72,AI,,2024-01-26 15:20:42
SCR003025,CALL003025,AGT005,67,66,72,71,24,71,61,AI,,2024-01-01 16:04:33
SCR003026,CALL003026,AGT020,53,56,54,49,71,47,55,supervisor,,2024-01-02 09:15:47
SCR003027,CALL003027,AGT009,72,63,86,45,88,56,68,AI,,2024-01-02 09:03:10
SCR003028,CALL003028,AGT007,80,67,66,55,87,78,72,AI,,2024-01-28 07:27:05
SCR003029,CALL003029,AGT028,67,71,82,81,79,49,71,supervisor,,2024-01-01 10:36:15
SCR003030,CALL003030,AGT003,75,72,76,55,90,83,75,supervisor,,2024-01-12 11:32:37
SCR003031,CALL003031,AGT017,57,51,52,61,65,63,58,supervisor,,2024-01-14 10:48:00
SCR003032,CALL003032,AGT024,55,65,47,88,48,52,59,AI,,2024-01-24 10:44:41
SCR003033,CALL003033,AGT010,94,93,79,87,91,91,89,AI,,2024-01-07 07:08:16
SCR003034,CALL003034,AGT003,46,65,80,76,54,48,61,supervisor,,2024-01-16 14:10:07
SCR003035,CALL003035,AGT014,54,87,49,87,56,80,68,AI,,2024-01-20 08:47:56
SCR003036,CALL003036,AGT020,68,70,61,67,73,89,71,AI,,2024-01-23 14:40:51
SCR003037,CALL003037,AGT025,75,65,76,77,78,58,71,AI,,2024-01-15 09:59:28
SCR003038,CALL003038,AGT006,31,69,56,25,23,49,42,AI,,2024-01-15 15:07:21
SCR003039,CALL003039,AGT008,50,48,89,57,63,90,66,AI,,2024-01-13 09:46:17
SCR003040,CALL003040,AGT017,47,73,63,52,72,78,64,AI,,2024-01-17 09:46:18
SCR003041,CALL003041,AGT021,73,87,97,68,84,69,79,AI,,2024-01-29 14:48:39
SCR003042,CALL003042,AGT002,70,51,75,64,46,69,62,AI,,2024-01-16 14:47:22
SCR003043,CALL003043,AGT012,54,63,60,27,58,39,50,supervisor,,2024-01-29 15:46:21
SCR003044,CALL003044,AGT020,49,45,67,56,59,75,58,AI,,2024-01-14 08:23:31
SCR003045,CALL003045,AGT022,75,75,48,78,83,80,73,AI,,2024-01-09 10:34:33
SCR003046,CALL003046,AGT017,77,77,76,85,77,59,75,AI,,2024-01-25 14:42:51
SCR003047,CALL003047,AGT025,83,64,58,58,47,78,64,supervisor,,2024-01-01 09:08:11
SCR003048,CALL003048,AGT007,66,73,55,66,66,87,68,AI,,2024-01-04 13:28:24
SCR003049,CALL003049,AGT021,81,80,98,89,89,96,88,AI,,2024-01-08 14:23:52
SCR003050,CALL003050,AGT025,68,51,62,81,83,54,66,AI,,2024-01-09 18:38:40
SCR003051,CALL003051,AGT002,62,48,25,30,28,22,35,AI,,2024-01-08 10:50:34
SCR003052,CALL003052,AGT019,69,82,88,79,54,62,72,AI,,2024-01-24 08:28:15
SCR003053,CALL003053,AGT015,94,70,83,79,72,87,80,supervisor,,2024-01-25 09:56:34
SCR003054,CALL003054,AGT016,89,51,45,50,47,69,58,AI,,2024-01-13 09:08:01
SCR003055,CALL003055,AGT029,72,75,51,54,83,66,66,AI,,2024-01-28 09:50:42
SCR003056,CALL003056,AGT011,54,86,63,81,86,74,74,AI,,2024-01-27 09:38:22
SCR003057,CALL003057,AGT007,65,63,53,72,89,49,65,supervisor,,2024-01-30 14:24:08
SCR003058,CALL003058,AGT018,100,78,73,96,73,74,82,AI,,2024-01-12 10:33:22
SCR003059,CALL003059,AGT002,29,74,26,24,20,59,38,AI,,2024-01-23 09:42:37
SCR003060,CALL003060,AGT020,47,84,47,61,55,66,60,AI,,2024-01-11 16:02:34
SCR003061,CALL003061,AGT011,82,65,74,74,69,54,69,supervisor,,2024-01-20 11:43:08
SCR003062,CALL003062,AGT025,76,83,87,73,65,51,72,AI,,2024-01-12 11:45:49
SCR003063,CALL003063,AGT029,84,70,75,63,48,89,71,AI,,2024-01-18 07:37:04
SCR003064,CALL003064,AGT029,59,67,48,56,68,78,62,AI,,2024-01-27 08:45:28
SCR003065,CALL003065,AGT013,36,42,43,28,34,67,41,AI,,2024-01-09 09:17:11
SCR003066,CALL003066,AGT011,70,81,57,65,87,58,69,AI,,2024-01-15 09:44:53
SCR003067,CALL003067,AGT021,94,75,87,65,95,88,84,AI,,2024-01-15 09:34:58
SCR003068,CALL003068,AGT003,82,48,56,48,67,73,62,AI,,2024-01-08 10:10:32
SCR003069,CALL003069,AGT019,70,89,51,47,64,80,66,supervisor,,2024-01-19 09:26:00
SCR003070,CALL003070,AGT005,56,38,37,46,52,47,46,AI,,2024-01-19 09:45:01
SCR003071,CALL003071,AGT010,76,71,99,67,92,68,78,AI,,2024-01-30 10:44:50
SCR003072,CALL003072,AGT020,89,62,45,81,45,62,64,supervisor,,2024-01-08 09:29:53
SCR003073,CALL003073,AGT019,63,57,47,85,89,67,68,AI,,2024-01-01 10:27:40
SCR003074,CALL003074,AGT002,65,56,68,45,66,27,54,AI,,2024-01-22 11:06:22
SCR003075,CALL003075,AGT008,86,70,53,79,68,61,69,AI,,2024-01-29 11:30:48
SCR003076,CALL003076,AGT001,82,78,88,86,87,90,85,AI,,2024-01-13 14:49:43
SCR003077,CALL003077,AGT017,63,47,90,60,45,88,65,AI,,2024-01-17 07:20:26
SCR003078,CALL003078,AGT027,47,47,64,42,41,44,47,AI,,2024-01-13 19:45:08
SCR003079,CALL003079,AGT013,52,65,66,22,57,32,49,supervisor,,2024-01-16 16:07:11
SCR003080,CALL003080,AGT022,56,89,84,47,54,70,66,AI,,2024-01-08 15:25:31
SCR003081,CALL003081,AGT026,76,74,73,66,85,81,75,AI,,2024-01-10 12:38:17
SCR003082,CALL003082,AGT023,68,98,88,83,73,70,80,AI,,2024-01-22 14:51:58
SCR003083,CALL003083,AGT016,89,52,68,70,82,64,70,AI,,2024-01-17 15:28:45
SCR003084,CALL003084,AGT009,67,70,70,84,60,70,70,supervisor,,2024-01-12 15:01:55
SCR003085,CALL003085,AGT006,59,65,66,65,62,30,57,supervisor,,2024-01-29 11:07:03
SCR003086,CALL003086,AGT016,56,58,89,76,78,48,67,supervisor,,2024-01-14 09:57:10
SCR003087,CALL003087,AGT019,68,84,67,71,51,60,66,supervisor,,2024-01-02 13:46:16
SCR003088,CALL003088,AGT014,73,77,54,72,62,73,68,AI,,2024-01-16 07:35:31
SCR003089,CALL003089,AGT017,76,89,74,86,56,58,73,AI,,2024-01-15 14:07:53
SCR003090,CALL003090,AGT012,29,75,70,26,20,72,48,AI,,2024-01-21 15:52:45
SCR003091,CALL003091,AGT015,96,81,87,87,82,65,83,AI,,2024-01-14 14:48:51
SCR003092,CALL003092,AGT012,52,42,72,51,75,63,59,AI,,2024-01-08 15:42:30
SCR003093,CALL003093,AGT007,56,49,64,53,74,51,57,supervisor,,2024-01-15 11:19:51
SCR003094,CALL003094,AGT014,73,66,62,82,73,66,70,AI,,2024-01-27 14:12:02
SCR003095,CALL003095,AGT004,94,65,98,82,90,67,82,supervisor,,2024-01-03 11:09:25
SCR003096,CALL003096,AGT027,27,74,34,70,63,37,50,AI,,2024-01-25 09:28:22
SCR003097,CALL003097,AGT007,56,46,80,78,53,69,63,supervisor,,2024-01-23 12:06:54
SCR003098,CALL003098,AGT018,90,84,83,92,97,88,89,AI,,2024-01-01 11:10:27
SCR003099,CALL003099,AGT003,53,70,87,57,81,71,69,AI,,2024-01-20 14:59:24
SCR003100,CALL003100,AGT027,64,48,66,21,43,62,50,AI,,2024-01-29 13:09:03
SCR003101,CALL003101,AGT028,60,78,78,50,59,84,68,supervisor,,2024-01-20 09:11:35
SCR003102,CALL003102,AGT006,55,44,33,28,33,44,39,AI,,2024-01-07 16:47:16
SCR003103,CALL003103,AGT001,91,78,97,99,96,89,91,AI,,2024-01-13 10:07:26
SCR003104,CALL003104,AGT002,67,23,28,47,55,32,42,AI,,2024-01-02 10:13:56
SCR003105,CALL003105,AGT001,87,69,66,100,89,87,83,supervisor,,2024-01-29 11:10:36
SCR003106,CALL003106,AGT005,56,71,40,20,23,71,46,supervisor,,2024-01-12 15:50:21
SCR003107,CALL003107,AGT021,92,90,96,87,88,77,88,supervisor,,2024-01-18 10:37:51
SCR003108,CALL003108,AGT014,61,84,86,54,74,55,69,AI,,2024-01-20 14:23:26
SCR003109,CALL003109,AGT025,61,68,48,57,77,58,61,supervisor,,2024-01-20 15:39:33
SCR003110,CALL003110,AGT027,22,52,22,61,36,37,38,AI,,2024-01-04 11:53:34
SCR003111,CALL003111,AGT017,77,66,86,62,61,55,67,AI,,2024-01-17 10:44:45
SCR003112,CALL003112,AGT014,46,74,90,60,55,83,68,supervisor,,2024-01-11 15:19:24
SCR003113,CALL003113,AGT011,66,83,82,50,86,46,68,AI,,2024-01-15 12:15:25
SCR003114,CALL003114,AGT014,77,55,76,46,74,53,63,AI,,2024-01-02 15:31:35
SCR003115,CALL003115,AGT021,72,69,77,95,85,71,78,supervisor,,2024-01-17 10:42:46
SCR003116,CALL003116,AGT003,49,82,54,45,68,80,63,AI,,2024-01-04 09:34:33
SCR003117,CALL003117,AGT020,61,82,81,49,69,55,66,supervisor,,2024-01-09 14:51:24
SCR003118,CALL003118,AGT017,75,86,52,85,71,78,74,supervisor,,2024-01-30 09:52:20
SCR003119,CALL003119,AGT027,58,58,71,24,24,75,51,AI,,2024-01-20 15:47:55
SCR003120,CALL003120,AGT022,74,82,52,65,45,66,64,AI,,2024-01-09 14:23:39
SCR003121,CALL003121,AGT010,76,86,85,84,94,97,87,supervisor,,2024-01-15 10:04:44
SCR003122,CALL003122,AGT018,79,74,84,78,91,68,79,supervisor,,2024-01-04 09:45:54
SCR003123,CALL003123,AGT012,56,74,62,64,27,75,59,supervisor,,2024-01-02 15:02:30
SCR003124,CALL003124,AGT002,75,75,71,74,23,24,57,AI,,2024-01-16 14:29:38
SCR003125,CALL003125,AGT026,74,73,85,69,91,75,77,supervisor,,2024-01-12 14:09:09
SCR003126,CALL003126,AGT025,59,58,87,89,47,77,69,AI,,2024-01-09 10:50:37
SCR003127,CALL003127,AGT004,88,70,96,75,91,85,84,supervisor,,2024-01-23 11:30:37
SCR003128,CALL003128,AGT004,76,95,74,92,98,87,87,AI,,2024-01-18 11:09:31
SCR003129,CALL003129,AGT025,65,72,66,77,54,74,68,AI,,2024-01-05 10:38:04
SCR003130,CALL003130,AGT008,79,84,80,52,45,70,68,AI,,2024-01-17 18:14:22
SCR003131,CALL003131,AGT007,47,61,59,54,69,72,60,AI,,2024-01-07 14:35:09
SCR003132,CALL003132,AGT028,54,51,47,57,72,87,61,AI,,2024-01-04 17:23:47
SCR003133,CALL003133,AGT019,80,51,55,61,52,84,63,AI,,2024-01-14 10:47:30
SCR003134,CALL003134,AGT021,90,68,86,97,99,95,89,AI,,2024-01-22 13:49:23
SCR003135,CALL003135,AGT003,75,66,80,47,64,77,68,AI,,2024-01-23 10:34:20
SCR003136,CALL003136,AGT012,59,51,34,30,68,75,52,supervisor,,2024-01-30 09:31:58
SCR003137,CALL003137,AGT020,85,74,73,52,64,73,70,supervisor,,2024-01-08 09:18:20
SCR003138,CALL003138,AGT001,89,81,87,67,85,74,80,AI,,2024-01-09 11:32:43
SCR003139,CALL003139,AGT026,81,87,90,67,73,89,81,AI,,2024-01-03 14:59:48
SCR003140,CALL003140,AGT029,72,59,81,65,61,58,66,AI,,2024-01-12 11:33:47
SCR003141,CALL003141,AGT021,91,91,79,70,85,96,85,supervisor,,2024-01-28 10:57:34
