TASK_ID,CALL_ID,DEALER_ID,AGENT_ID,CUSTOMER_ID,TASK_TYPE,PRIORITY,STATUS,DUE_DATE,COMPLETED_AT,NOTES,CREATED_AT
TSK02432,CALL000662,DLR005,AGT026,CUS01294,escalate_complaint,medium,in_progress,2024-01-20,2024-01-20,,2024-01-20
TSK02433,CALL005236,DLR005,AGT010,CUS01946,schedule_appointment,medium,completed,2024-01-08,,,2024-01-04
TSK02434,CALL003476,DLR002,AGT030,CUS01461,update_contact,low,completed,2024-02-04,,,2024-01-31
TSK02435,CALL011749,DLR001,AGT026,CUS00778,schedule_appointment,low,cancelled,2024-01-12,,,2024-01-07
TSK02436,,DLR002,AGT005,CUS00316,update_contact,medium,completed,2024-01-09,,,2024-01-06
TSK02437,CALL013278,DLR005,AGT010,CUS01838,send_survey,medium,pending,2024-01-06,,,2024-01-02
TSK02438,CALL013763,DLR004,AGT025,CUS00942,follow_up_call,high,pending,2024-01-19,,,2024-01-16
TSK02439,CALL003353,DLR001,AGT018,CUS00671,send_survey,medium,completed,2024-01-30,2024-01-30,,2024-01-25
TSK02440,CALL005285,DLR004,AGT006,CUS01412,escalate_complaint,high,in_progress,2024-01-19,,,2024-01-19
TSK02441,,DLR001,AGT010,CUS00536,schedule_appointment,medium,completed,2024-02-03,2024-02-03,,2024-02-01
TSK02442,CALL003507,DLR004,AGT003,CUS01166,schedule_appointment,medium,in_progress,2024-02-04,,,2024-02-01
TSK02443,CALL010918,DLR002,AGT002,CUS00745,confirm_appointment,medium,pending,2024-01-27,,,2024-01-25
TSK02444,CALL005000,DLR001,AGT013,CUS01808,escalate_complaint,low,pending,2024-01-15,,,2024-01-11
TSK02445,CALL003808,DLR001,AGT029,CUS01555,confirm_appointment,medium,in_progress,2024-01-13,,,2024-01-08
TSK02446,CALL012128,DLR005,AGT008,CUS00541,confirm_appointment,medium,completed,2024-01-22,2024-01-22,,2024-01-21
TSK02447,CALL004355,DLR004,AGT025,CUS00678,follow_up_call,medium,in_progress,2024-01-29,2024-01-29,,2024-01-28
TSK02448,,DLR005,AGT009,CUS00912,schedule_appointment,low,cancelled,2024-01-18,,,2024-01-17
TSK02449,CALL010901,DLR004,AGT011,CUS00261,schedule_appointment,high,completed,2024-01-06,,,2024-01-02
TSK02450,,DLR002,AGT004,CUS00567,follow_up_call,high,in_progress,2024-01-01,,,2023-12-30
TSK02451,CALL014645,DLR005,AGT001,CUS01747,escalate_complaint,high,completed,2024-01-23,,,2024-01-20
TSK02452,CALL013197,DLR005,AGT009,CUS00129,send_recall_info,medium,pending,2024-01-13,2024-01-13,,2024-01-13
TSK02453,CALL010122,DLR001,AGT008,CUS00720,send_recall_info,medium,in_progress,2024-01-14,2024-01-14,,2024-01-14
TSK02454,CALL011172,DLR003,AGT004,CUS01858,update_contact,medium,completed,2024-01-09,,,2024-01-04
TSK02455,CALL010886,DLR001,AGT008,CUS00270,send_recall_info,high,completed,2024-01-01,2024-01-01,,2023-12-31
TSK02456,CALL006873,DLR004,AGT004,CUS00985,schedule_appointment,medium,cancelled,2024-01-09,2024-01-09,,2024-01-06
TSK02457,CALL002295,DLR003,AGT004,CUS00850,update_contact,medium,completed,2024-01-15,,,2024-01-13
TSK02458,CALL000813,DLR005,AGT006,CUS01610,update_contact,low,cancelled,2024-01-14,,,2024-01-11
TSK02459,CALL008532,DLR002,AGT004,CUS01476,send_survey,medium,pending,2024-01-20,,,2024-01-18
TSK02460,,DLR003,AGT019,CUS01299,send_recall_info,low,completed,2024-01-31,,,2024-01-26
TSK02461,,DLR004,AGT020,CUS01050,follow_up_call,high,in_progress,2024-01-29,2024-01-29,,2024-01-28
TSK02462,CALL006254,DLR004,AGT017,CUS00710,send_recall_info,medium,pending,2024-01-02,,,2024-01-01
TSK02463,,DLR001,AGT010,CUS00074,schedule_appointment,medium,completed,2024-01-07,,,2024-01-04
TSK02464,,DLR002,AGT009,CUS00065,update_contact,medium,pending,2024-01-20,,,2024-01-17
TSK02465,,DLR005,AGT006,CUS01782,schedule_appointment,medium,pending,2024-02-04,,,2024-02-04
TSK02466,CALL008535,DLR003,AGT014,CUS00999,confirm_appointment,low,pending,2024-01-25,,,2024-01-23
TSK02467,CALL014267,DLR005,AGT005,CUS00057,confirm_appointment,high,completed,2024-01-16,,,2024-01-15
TSK02468,CALL004936,DLR004,AGT017,CUS01930,update_contact,medium,completed,2024-01-06,2024-01-06,,2024-01-01
TSK02469,CALL009620,DLR001,AGT023,CUS00013,escalate_complaint,medium,completed,2024-01-23,2024-01-23,,2024-01-21
TSK02470,,DLR001,AGT016,CUS00760,send_coupon,medium,completed,2024-01-24,,,2024-01-19
TSK02471,CALL008590,DLR002,AGT027,CUS01777,send_survey,high,completed,2024-01-03,2024-01-03,,2024-01-01
TSK02472,CALL012630,DLR001,AGT005,CUS00992,send_survey,medium,completed,2024-01-30,,,2024-01-27
TSK02473,CALL000143,DLR005,AGT019,CUS01440,send_recall_info,high,completed,2024-01-18,,,2024-01-14
TSK02474,CALL011234,DLR005,AGT019,CUS00960,send_coupon,low,pending,2024-01-09,,,2024-01-09
TSK02475,CALL005401,DLR002,AGT020,CUS01901,send_coupon,low,pending,2024-01-04,,,2024-01-04
TSK02476,CALL000149,DLR001,AGT027,CUS00975,escalate_complaint,medium,completed,2024-01-04,,,2024-01-01
TSK02477,,DLR004,AGT027,CUS00668,send_coupon,medium,completed,2024-01-21,2024-01-21,,2024-01-18
TSK02478,CALL009372,DLR001,AGT018,CUS00672,update_contact,high,completed,2024-01-23,,,2024-01-20
TSK02479,CALL009909,DLR004,AGT020,CUS01597,send_coupon,medium,in_progress,2024-01-11,2024-01-11,,2024-01-09
TSK02480,CALL001729,DLR004,AGT008,CUS00087,send_survey,low,completed,2024-01-14,,,2024-01-12
TSK02481,,DLR002,AGT028,CUS00345,confirm_appointment,low,pending,2024-01-23,2024-01-23,,2024-01-22
TSK02482,CALL004684,DLR004,AGT005,CUS00554,escalate_complaint,low,completed,2024-01-12,2024-01-12,,2024-01-09
TSK02483,,DLR004,AGT008,CUS01703,update_contact,medium,completed,2024-01-10,2024-01-10,,2024-01-07
TSK02484,CALL008178,DLR002,AGT003,CUS00168,escalate_complaint,medium,in_progress,2024-01-13,,,2024-01-13
TSK02485,CALL008327,DLR001,AGT010,CUS01112,schedule_appointment,low,pending,2024-01-30,,,2024-01-30
TSK02486,,DLR002,AGT010,CUS00801,follow_up_call,low,completed,2024-01-24,,,2024-01-21
TSK02487,,DLR005,AGT023,CUS01743,escalate_complaint,high,completed,2024-01-23,2024-01-23,,2024-01-20
TSK02488,CALL007929,DLR002,AGT013,CUS00410,confirm_appointment,low,completed,2024-01-26,,,2024-01-24
TSK02489,CALL009796,DLR002,AGT007,CUS00626,update_contact,medium,pending,2024-02-07,2024-02-07,,2024-02-06
TSK02490,,DLR004,AGT023,CUS01500,follow_up_call,high,in_progress,2024-01-01,,,2023-12-28
TSK02491,CALL014412,DLR003,AGT030,CUS01135,send_recall_info,medium,completed,2024-01-31,,,2024-01-27
TSK02492,,DLR004,AGT022,CUS01996,follow_up_call,high,completed,2024-01-13,,,2024-01-09
TSK02493,CALL002091,DLR005,AGT027,CUS00708,update_contact,low,cancelled,2024-01-25,,,2024-01-23
TSK02494,CALL005743,DLR001,AGT002,CUS00636,update_contact,medium,completed,2024-01-27,2024-01-27,,2024-01-25
TSK02495,CALL002490,DLR001,AGT007,CUS00520,update_contact,medium,pending,2024-01-23,2024-01-23,,2024-01-22
TSK02496,,DLR001,AGT029,CUS00323,send_recall_info,medium,completed,2024-01-08,2024-01-08,,2024-01-04
TSK02497,CALL008537,DLR002,AGT014,CUS00526,send_coupon,high,pending,2024-01-30,,,2024-01-27
TSK02498,CALL009903,DLR002,AGT015,CUS01870,send_coupon,medium,completed,2024-01-06,,,2024-01-04
TSK02499,,DLR002,AGT025,CUS01432,confirm_appointment,medium,pending,2024-01-28,2024-01-28,,2024-01-25
TSK02500,CALL012482,DLR005,AGT026,CUS00779,send_survey,medium,completed,2024-01-09,,,2024-01-09
TSK02501,CALL003669,DLR005,AGT005,CUS01702,confirm_appointment,high,completed,2024-01-26,,,2024-01-24
TSK02502,,DLR005,AGT018,CUS01272,confirm_appointment,low,cancelled,2024-01-23,2024-01-23,,2024-01-22
TSK02503,,DLR005,AGT002,CUS01932,follow_up_call,medium,pending,2024-01-22,,,2024-01-21
TSK02504,,DLR005,AGT005,CUS00432,confirm_appointment,low,cancelled,2024-01-30,,,2024-01-25
TSK02505,,DLR005,AGT016,CUS00932,update_contact,medium,pending,2024-01-05,2024-01-05,,2023-12-31
TSK02506,CALL014041,DLR001,AGT013,CUS01174,send_coupon,low,cancelled,2024-01-16,,,2024-01-13
TSK02507,CALL007779,DLR002,AGT001,CUS01471,follow_up_call,medium,completed,2024-02-06,2024-02-06,,2024-02-05
TSK02508,,DLR004,AGT023,CUS01215,confirm_appointment,medium,pending,2024-01-06,,,2024-01-01
TSK02509,CALL014009,DLR002,AGT008,CUS01399,send_survey,medium,completed,2024-01-21,2024-01-21,,2024-01-19
TSK02510,CALL010861,DLR004,AGT009,CUS01779,schedule_appointment,medium,completed,2024-01-12,,,2024-01-11
TSK02511,,DLR003,AGT018,CUS01882,send_survey,medium,in_progress,2024-01-28,,,2024-01-27
TSK02512,,DLR003,AGT014,CUS00092,follow_up_call,medium,in_progress,2024-01-16,,,2024-01-14
TSK02513,,DLR001,AGT015,CUS01485,send_coupon,high,pending,2024-01-11,2024-01-11,,2024-01-08
TSK02514,CALL011601,DLR004,AGT004,CUS00687,follow_up_call,low,pending,2024-02-01,2024-02-01,,2024-02-01
TSK02515,,DLR003,AGT027,CUS00372,confirm_appointment,medium,pending,2024-01-31,2024-01-31,,2024-01-31
TSK02516,CALL010626,DLR005,AGT010,CUS00579,confirm_appointment,medium,completed,2024-01-11,2024-01-11,,2024-01-06
TSK02517,,DLR003,AGT009,CUS00131,send_recall_info,low,completed,2024-01-26,,,2024-01-22
TSK02518,,DLR001,AGT018,CUS00854,follow_up_call,high,completed,2024-01-22,,,2024-01-17
TSK02519,CALL012724,DLR001,AGT029,CUS00038,escalate_complaint,high,pending,2024-01-01,,,2024-01-01
TSK02520,CALL003130,DLR002,AGT021,CUS01521,update_contact,high,completed,2024-01-09,2024-01-09,,2024-01-04
TSK02521,CALL001635,DLR002,AGT013,CUS00053,send_recall_info,high,in_progress,2024-01-06,2024-01-06,,2024-01-05
TSK02522,CALL011037,DLR002,AGT029,CUS00399,schedule_appointment,low,in_progress,2024-01-24,,,2024-01-23
TSK02523,CALL006759,DLR003,AGT022,CUS01724,send_survey,high,completed,2024-01-23,2024-01-23,,2024-01-21
TSK02524,CALL005483,DLR001,AGT022,CUS00841,send_recall_info,low,completed,2024-01-21,,,2024-01-21
TSK02525,CALL005485,DLR002,AGT007,CUS01302,send_survey,low,in_progress,2024-01-29,,,2024-01-24
TSK02526,CALL014011,DLR005,AGT001,CUS00398,send_survey,high,completed,2024-02-04,2024-02-04,,2024-02-03
TSK02527,,DLR003,AGT021,CUS01202,confirm_appointment,high,completed,2024-02-03,2024-02-03,,2024-02-02
TSK02528,CALL003902,DLR005,AGT015,CUS00675,escalate_complaint,medium,cancelled,2024-02-05,2024-02-05,,2024-02-05
TSK02529,CALL014316,DLR002,AGT005,CUS00873,send_coupon,medium,completed,2024-01-19,,,2024-01-14
TSK02530,CALL011337,DLR002,AGT012,CUS00287,update_contact,medium,in_progress,2024-01-25,,,2024-01-25
TSK02531,CALL004261,DLR005,AGT022,CUS01605,follow_up_call,medium,pending,2024-01-07,,,2024-01-05
TSK02532,CALL001235,DLR003,AGT023,CUS01427,send_recall_info,low,completed,2024-01-07,,,2024-01-05
TSK02533,CALL006907,DLR005,AGT023,CUS00174,update_contact,high,completed,2024-01-08,2024-01-08,,2024-01-08
TSK02534,CALL009461,DLR004,AGT008,CUS01226,follow_up_call,low,completed,2024-02-01,2024-02-01,,2024-02-01
TSK02535,CALL011532,DLR005,AGT020,CUS01201,schedule_appointment,high,completed,2024-01-06,,,2024-01-04
TSK02536,CALL008304,DLR001,AGT030,CUS00731,update_contact,medium,pending,2024-02-03,2024-02-03,,2024-02-03
TSK02537,,DLR004,AGT018,CUS01091,schedule_appointment,medium,cancelled,2024-01-10,,,2024-01-07
TSK02538,CALL006729,DLR003,AGT025,CUS01609,follow_up_call,low,pending,2024-01-24,,,2024-01-20
TSK02539,CALL004628,DLR005,AGT005,CUS00762,update_contact,medium,completed,2024-01-09,,,2024-01-08
TSK02540,,DLR001,AGT028,CUS00977,follow_up_call,high,in_progress,2024-01-06,,,2024-01-06
TSK02541,CALL010958,DLR002,AGT028,CUS00620,follow_up_call,medium,pending,2024-02-02,,,2024-01-30
TSK02542,CALL010666,DLR005,AGT002,CUS01154,schedule_appointment,medium,completed,2024-01-31,,,2024-01-26
TSK02543,,DLR003,AGT003,CUS00998,send_survey,low,completed,2024-01-12,2024-01-12,,2024-01-09
TSK02544,,DLR003,AGT020,CUS01149,follow_up_call,medium,pending,2024-01-02,,,2023-12-28
TSK02545,CALL013604,DLR003,AGT026,CUS00338,send_recall_info,medium,completed,2024-01-12,2024-01-12,,2024-01-08
TSK02546,,DLR002,AGT006,CUS01903,send_recall_info,low,completed,2024-01-13,,,2024-01-10
TSK02547,CALL014757,DLR004,AGT008,CUS00716,send_coupon,medium,completed,2024-02-02,,,2024-02-02
TSK02548,CALL011977,DLR004,AGT004,CUS00612,escalate_complaint,medium,completed,2024-01-22,,,2024-01-21
TSK02549,CALL009056,DLR004,AGT023,CUS01560,confirm_appointment,low,pending,2024-01-10,,,2024-01-09
TSK02550,,DLR004,AGT002,CUS00875,send_recall_info,high,completed,2024-01-12,,,2024-01-10
TSK02551,CALL014427,DLR004,AGT013,CUS01345,escalate_complaint,medium,pending,2024-01-04,,,2024-01-03
TSK02552,CALL004334,DLR002,AGT002,CUS00565,send_recall_info,low,completed,2024-01-01,,,2023-12-28
TSK02553,CALL011975,DLR003,AGT001,CUS00447,send_survey,medium,completed,2024-01-02,,,2023-12-30
TSK02554,CALL006268,DLR005,AGT008,CUS01065,follow_up_call,low,completed,2024-01-25,2024-01-25,,2024-01-25
TSK02555,,DLR004,AGT005,CUS01770,send_coupon,high,pending,2024-01-30,,,2024-01-25
TSK02556,CALL005503,DLR004,AGT015,CUS01046,escalate_complaint,high,in_progress,2024-01-24,,,2024-01-24
TSK02557,CALL008971,DLR004,AGT005,CUS00879,send_recall_info,low,in_progress,2024-01-04,,,2024-01-04
TSK02558,CALL007912,DLR001,AGT028,CUS00220,send_recall_info,high,pending,2024-01-24,2024-01-24,,2024-01-19
TSK02559,CALL010828,DLR003,AGT002,CUS01805,confirm_appointment,high,in_progress,2024-01-04,,,2024-01-04
TSK02560,,DLR005,AGT021,CUS00132,schedule_appointment,medium,in_progress,2024-01-05,,,2024-01-05
TSK02561,,DLR004,AGT008,CUS01024,schedule_appointment,low,in_progress,2024-02-03,,,2024-01-30
TSK02562,CALL014046,DLR002,AGT015,CUS01092,update_contact,medium,in_progress,2024-01-01,2024-01-01,,2024-01-01
TSK02563,,DLR002,AGT001,CUS01509,update_contact,low,completed,2024-02-06,2024-02-06,,2024-02-05
TSK02564,CALL002454,DLR005,AGT023,CUS01114,schedule_appointment,medium,pending,2024-01-31,2024-01-31,,2024-01-28
TSK02565,,DLR005,AGT028,CUS00905,follow_up_call,medium,pending,2024-02-04,,,2024-02-03
TSK02566,CALL008043,DLR001,AGT019,CUS00751,send_coupon,medium,completed,2024-01-23,,,2024-01-19
TSK02567,CALL006147,DLR002,AGT030,CUS01249,escalate_complaint,medium,in_progress,2024-02-05,,,2024-02-03
TSK02568,,DLR004,AGT015,CUS00111,escalate_complaint,medium,in_progress,2024-01-12,,,2024-01-09
TSK02569,,DLR003,AGT005,CUS01673,send_recall_info,medium,pending,2024-01-25,,,2024-01-23
TSK02570,,DLR003,AGT008,CUS00469,send_survey,high,completed,2024-01-27,,,2024-01-26
TSK02571,CALL009869,DLR001,AGT016,CUS00681,follow_up_call,high,pending,2024-02-03,2024-02-03,,2024-02-02
TSK02572,,DLR001,AGT006,CUS00566,send_recall_info,high,in_progress,2024-01-04,,,2024-01-01
TSK02573,CALL009074,DLR003,AGT002,CUS00758,send_coupon,low,in_progress,2024-02-06,,,2024-02-01
TSK02574,CALL013293,DLR003,AGT021,CUS01828,escalate_complaint,medium,pending,2024-01-05,,,2024-01-05
TSK02575,CALL001554,DLR005,AGT020,CUS01791,confirm_appointment,low,completed,2024-01-09,,,2024-01-05
TSK02576,CALL000235,DLR005,AGT011,CUS01153,send_survey,low,completed,2024-01-05,2024-01-05,,2024-01-01
TSK02577,CALL005191,DLR001,AGT014,CUS00946,confirm_appointment,medium,pending,2024-01-13,2024-01-13,,2024-01-08
TSK02578,CALL013804,DLR004,AGT019,CUS00499,confirm_appointment,medium,in_progress,2024-02-05,2024-02-05,,2024-02-05
TSK02579,CALL014407,DLR003,AGT028,CUS00186,confirm_appointment,high,in_progress,2024-01-29,2024-01-29,,2024-01-26
TSK02580,CALL013237,DLR005,AGT021,CUS00700,escalate_complaint,medium,cancelled,2024-01-30,,,2024-01-26
TSK02581,CALL001459,DLR001,AGT010,CUS00813,send_recall_info,medium,pending,2024-01-27,2024-01-27,,2024-01-25
TSK02582,,DLR003,AGT020,CUS00815,escalate_complaint,low,completed,2024-01-18,2024-01-18,,2024-01-15
TSK02583,,DLR004,AGT023,CUS00935,send_coupon,medium,completed,2024-01-04,,,2024-01-04
TSK02584,CALL001179,DLR001,AGT025,CUS00243,send_survey,low,completed,2024-01-05,,,2024-01-02
TSK02585,CALL010705,DLR002,AGT002,CUS01286,follow_up_call,medium,cancelled,2024-01-07,,,2024-01-06
TSK02586,CALL003135,DLR005,AGT027,CUS01292,update_contact,medium,in_progress,2024-02-03,,,2024-02-01
TSK02587,CALL014577,DLR005,AGT030,CUS01890,send_coupon,high,pending,2024-01-02,,,2024-01-01
TSK02588,CALL005612,DLR002,AGT018,CUS00345,schedule_appointment,high,completed,2024-01-30,2024-01-30,,2024-01-30
TSK02589,CALL008390,DLR003,AGT009,CUS01186,send_survey,high,pending,2024-01-28,2024-01-28,,2024-01-26
TSK02590,CALL009839,DLR001,AGT026,CUS01003,send_survey,medium,pending,2024-01-12,,,2024-01-09
TSK02591,CALL008629,DLR004,AGT018,CUS00356,send_survey,low,completed,2024-01-12,,,2024-01-07
TSK02592,CALL004136,DLR005,AGT009,CUS00349,send_survey,high,cancelled,2024-02-02,,,2024-01-31
TSK02593,CALL010548,DLR001,AGT024,CUS00809,send_recall_info,medium,in_progress,2024-01-13,,,2024-01-13
TSK02594,CALL014524,DLR002,AGT009,CUS00740,send_coupon,medium,cancelled,2024-01-16,,,2024-01-13
TSK02595,CALL005429,DLR001,AGT012,CUS00839,update_contact,low,in_progress,2024-01-11,,,2024-01-09
TSK02596,CALL010666,DLR004,AGT025,CUS01779,confirm_appointment,low,pending,2024-01-18,2024-01-18,,2024-01-15
TSK02597,CALL002332,DLR002,AGT019,CUS00543,escalate_complaint,medium,completed,2024-01-19,,,2024-01-15
TSK02598,CALL014928,DLR001,AGT013,CUS01015,send_coupon,medium,pending,2024-01-18,2024-01-18,,2024-01-13
TSK02599,CALL008661,DLR003,AGT029,CUS01247,schedule_appointment,medium,in_progress,2024-01-19,2024-01-19,,2024-01-19
TSK02600,CALL001229,DLR004,AGT018,CUS00863,update_contact,medium,completed,2024-01-01,,,2023-12-30
TSK02601,CALL002761,DLR005,AGT008,CUS01549,send_recall_info,high,completed,2024-01-09,,,2024-01-09
TSK02602,CALL013407,DLR002,AGT016,CUS00533,send_coupon,high,completed,2024-01-03,,,2023-12-29
TSK02603,CALL014264,DLR005,AGT010,CUS00547,send_recall_info,medium,pending,2024-01-14,,,2024-01-13
TSK02604,CALL012912,DLR003,AGT029,CUS01535,escalate_complaint,medium,pending,2024-01-30,2024-01-30,,2024-01-28
TSK02605,CALL006470,DLR003,AGT010,CUS01261,schedule_appointment,high,in_progress,2024-01-09,2024-01-09,,2024-01-05
TSK02606,CALL014489,DLR002,AGT020,CUS00223,send_survey,low,completed,2024-01-20,,,2024-01-20
TSK02607,CALL002296,DLR003,AGT021,CUS00366,schedule_appointment,medium,in_progress,2024-01-22,,,2024-01-20
TSK02608,CALL009117,DLR002,AGT005,CUS01342,confirm_appointment,high,completed,2024-01-04,,,2024-01-01
TSK02609,CALL004345,DLR005,AGT023,CUS00262,follow_up_call,high,pending,2024-01-04,,,2024-01-02
TSK02610,CALL008614,DLR005,AGT005,CUS00795,follow_up_call,medium,completed,2024-02-03,,,2024-02-01
TSK02611,CALL010214,DLR004,AGT009,CUS00397,confirm_appointment,medium,pending,2024-02-06,2024-02-06,,2024-02-01
TSK02612,CALL006593,DLR004,AGT024,CUS00804,send_survey,high,pending,2024-02-06,,,2024-02-03
TSK02613,CALL012684,DLR003,AGT014,CUS01040,send_survey,medium,cancelled,2024-01-08,2024-01-08,,2024-01-04
TSK02614,CALL013217,DLR003,AGT030,CUS01022,send_coupon,medium,in_progress,2024-01-13,,,2024-01-13
TSK02615,,DLR004,AGT017,CUS01614,follow_up_call,medium,in_progress,2024-01-31,2024-01-31,,2024-01-31
TSK02616,,DLR005,AGT012,CUS00273,send_coupon,high,pending,2024-01-30,,,2024-01-30
TSK02617,CALL013061,DLR001,AGT015,CUS01284,confirm_appointment,medium,completed,2024-01-25,,,2024-01-20
TSK02618,CALL001699,DLR004,AGT009,CUS00869,send_coupon,high,pending,2024-01-08,2024-01-08,,2024-01-04
TSK02619,,DLR001,AGT008,CUS01989,update_contact,high,completed,2024-02-06,2024-02-06,,2024-02-04
TSK02620,CALL003234,DLR004,AGT016,CUS00957,send_survey,medium,in_progress,2024-01-18,2024-01-18,,2024-01-18
TSK02621,CALL012840,DLR005,AGT028,CUS00757,send_coupon,medium,completed,2024-01-03,,,2023-12-31
TSK02622,CALL004673,DLR001,AGT016,CUS01844,send_recall_info,high,completed,2024-01-12,,,2024-01-08
TSK02623,CALL011365,DLR002,AGT021,CUS01284,send_survey,medium,completed,2024-01-09,,,2024-01-08
TSK02624,CALL004338,DLR005,AGT013,CUS01630,confirm_appointment,medium,pending,2024-02-03,2024-02-03,,2024-02-03
TSK02625,CALL006226,DLR002,AGT015,CUS00082,schedule_appointment,medium,pending,2024-02-03,,,2024-02-01
TSK02626,CALL003878,DLR002,AGT018,CUS01846,follow_up_call,low,pending,2024-01-10,,,2024-01-08
TSK02627,CALL010765,DLR002,AGT026,CUS00543,escalate_complaint,medium,pending,2024-02-04,,,2024-02-03
TSK02628,CALL010789,DLR001,AGT009,CUS00627,schedule_appointment,low,in_progress,2024-01-02,2024-01-02,,2023-12-28
TSK02629,CALL007545,DLR002,AGT025,CUS01049,escalate_complaint,high,in_progress,2024-01-01,,,2023-12-30
TSK02630,CALL014607,DLR002,AGT003,CUS01576,escalate_complaint,high,cancelled,2024-01-06,,,2024-01-05
TSK02631,CALL011693,DLR005,AGT003,CUS00592,update_contact,medium,pending,2024-01-30,2024-01-30,,2024-01-25
TSK02632,CALL010451,DLR004,AGT010,CUS00972,send_coupon,medium,completed,2024-01-06,2024-01-06,,2024-01-03
TSK02633,,DLR004,AGT016,CUS01147,confirm_appointment,medium,in_progress,2024-01-20,,,2024-01-19
TSK02634,,DLR001,AGT007,CUS00025,schedule_appointment,medium,completed,2024-01-20,2024-01-20,,2024-01-17
TSK02635,,DLR003,AGT019,CUS00794,send_coupon,high,pending,2024-02-04,,,2024-02-01
TSK02636,CALL004071,DLR005,AGT030,CUS01043,send_survey,medium,pending,2024-01-11,,,2024-01-08
TSK02637,CALL003969,DLR002,AGT001,CUS00430,confirm_appointment,medium,completed,2024-01-23,,,2024-01-18
TSK02638,CALL012528,DLR001,AGT005,CUS00105,schedule_appointment,medium,completed,2024-01-25,,,2024-01-23
TSK02639,CALL009299,DLR003,AGT009,CUS01513,escalate_complaint,medium,in_progress,2024-01-14,2024-01-14,,2024-01-10
TSK02640,CALL005783,DLR001,AGT021,CUS00107,update_contact,medium,in_progress,2024-01-25,2024-01-25,,2024-01-21
TSK02641,CALL006821,DLR002,AGT025,CUS00492,follow_up_call,medium,pending,2024-01-04,,,2024-01-03
TSK02642,CALL013852,DLR004,AGT020,CUS01972,follow_up_call,high,completed,2024-02-06,,,2024-02-01
TSK02643,CALL000615,DLR005,AGT010,CUS00909,escalate_complaint,medium,completed,2024-02-05,,,2024-02-03
TSK02644,CALL010937,DLR001,AGT028,CUS00674,confirm_appointment,low,cancelled,2024-01-28,,,2024-01-26
TSK02645,,DLR003,AGT007,CUS01591,send_coupon,low,completed,2024-01-26,2024-01-26,,2024-01-21
TSK02646,,DLR005,AGT005,CUS00533,escalate_complaint,medium,pending,2024-01-10,2024-01-10,,2024-01-09
TSK02647,CALL002770,DLR003,AGT006,CUS01703,update_contact,medium,pending,2024-01-14,2024-01-14,,2024-01-13
TSK02648,CALL007373,DLR002,AGT002,CUS01386,send_recall_info,medium,pending,2024-01-17,,,2024-01-15
TSK02649,CALL004124,DLR003,AGT018,CUS01580,send_survey,high,completed,2024-01-29,,,2024-01-24
TSK02650,CALL007625,DLR003,AGT011,CUS00580,update_contact,medium,pending,2024-01-03,,,2024-01-03
TSK02651,CALL002639,DLR003,AGT017,CUS01190,confirm_appointment,medium,completed,2024-01-05,2024-01-05,,2024-01-03
TSK02652,CALL005783,DLR003,AGT004,CUS01541,schedule_appointment,medium,pending,2024-01-19,2024-01-19,,2024-01-17
TSK02653,CALL001495,DLR002,AGT026,CUS00226,confirm_appointment,high,in_progress,2024-01-04,,,2024-01-04
TSK02654,,DLR002,AGT011,CUS01905,update_contact,high,in_progress,2024-01-18,2024-01-18,,2024-01-16
TSK02655,CALL013530,DLR002,AGT024,CUS01634,update_contact,low,in_progress,2024-01-25,,,2024-01-20
TSK02656,CALL002179,DLR002,AGT013,CUS00769,follow_up_call,medium,pending,2024-01-19,,,2024-01-15
TSK02657,CALL004022,DLR005,AGT027,CUS00572,send_coupon,low,pending,2024-01-15,,,2024-01-13
TSK02658,CALL008077,DLR002,AGT011,CUS01116,confirm_appointment,high,in_progress,2024-01-20,,,2024-01-19
TSK02659,CALL001423,DLR003,AGT012,CUS01278,schedule_appointment,medium,pending,2024-02-03,,,2024-01-29
TSK02660,CALL003618,DLR005,AGT015,CUS00663,send_coupon,medium,completed,2024-01-24,,,2024-01-21
TSK02661,,DLR005,AGT023,CUS00679,escalate_complaint,high,in_progress,2024-01-21,,,2024-01-21
TSK02662,,DLR001,AGT006,CUS01469,send_coupon,high,in_progress,2024-01-31,,,2024-01-26
TSK02663,,DLR003,AGT022,CUS00918,update_contact,high,pending,2024-01-27,,,2024-01-23
TSK02664,,DLR002,AGT021,CUS00724,follow_up_call,low,pending,2024-01-27,,,2024-01-26
TSK02665,,DLR004,AGT018,CUS01588,schedule_appointment,medium,pending,2024-01-15,2024-01-15,,2024-01-15
TSK02666,,DLR001,AGT027,CUS01970,escalate_complaint,high,completed,2024-01-30,,,2024-01-30
TSK02667,CALL007819,DLR005,AGT023,CUS01891,schedule_appointment,high,completed,2024-01-13,,,2024-01-11
TSK02668,,DLR003,AGT021,CUS00103,update_contact,medium,pending,2024-01-06,2024-01-06,,2024-01-02
TSK02669,CALL007608,DLR002,AGT020,CUS01594,escalate_complaint,medium,completed,2024-01-20,2024-01-20,,2024-01-20
TSK02670,CALL003033,DLR001,AGT029,CUS00388,send_recall_info,low,completed,2024-01-24,,,2024-01-22
TSK02671,,DLR005,AGT012,CUS01875,escalate_complaint,high,in_progress,2024-01-13,,,2024-01-08
TSK02672,,DLR001,AGT003,CUS01276,update_contact,medium,completed,2024-02-07,,,2024-02-07
